,disYear,disMonth,disDay,disDayCount,cityCode,citySidoName,citySggName,disQuantity,dayAverQuantity,disCount,dayAverCount
0,2018,01,1,4,W01,서울특별시,종로구,10833550,2708388,6229,1557
1,2018,01,2,5,W01,서울특별시,종로구,14183000,2836600,8194,1639
2,2018,01,3,5,W01,서울특별시,종로구,12561450,2512290,7544,1509
3,2018,01,4,5,W01,서울특별시,종로구,11577450,2315490,7221,1444
4,2018,01,5,4,W01,서울특별시,종로구,9024750,2256188,5604,1401
5,2018,01,6,4,W01,서울특별시,종로구,8904950,2226238,5559,1390
6,2018,01,7,4,W01,서울특별시,종로구,9115700,2278925,5461,1365
0,2018,02,1,4,W01,서울특별시,종로구,10754600,2688650,6087,1522
1,2018,02,2,4,W01,서울특별시,종로구,11619300,2904825,6655,1664
2,2018,02,3,4,W01,서울특별시,종로구,10663550,2665888,6240,1560
3,2018,02,4,4,W01,서울특별시,종로구,10184950,2546238,6160,1540
4,2018,02,5,4,W01,서울특별시,종로구,10945550,2736388,6489,1622
5,2018,02,6,4,W01,서울특별시,종로구,9274050,2318513,5630,1408
6,2018,02,7,4,W01,서울특별시,종로구,9422900,2355725,5428,1357
0,2018,03,1,4,W01,서울특별시,종로구,11196450,2799113,6752,1688
1,2018,03,2,4,W01,서울특별시,종로구,11280750,2820188,6857,1714
2,2018,03,3,4,W01,서울특별시,종로구,10308650,2577163,6431,1608
3,2018,03,4,4,W01,서울특별시,종로구,9487550,2371888,6268,1567
4,2018,03,5,5,W01,서울특별시,종로구,11737250,2347450,7687,1537
5,2018,03,6,5,W01,서울특별시,종로구,11481350,2296270,7627,1525
6,2018,03,7,5,W01,서울특별시,종로구,11599100,2319820,7336,1467
0,2018,04,1,5,W01,서울특별시,종로구,13639700,2727940,8530,1706
1,2018,04,2,5,W01,서울특별시,종로구,13917500,2783500,8764,1753
2,2018,04,3,4,W01,서울특별시,종로구,10688600,2672150,6930,1733
3,2018,04,4,4,W01,서울특별시,종로구,9519600,2379900,6525,1631
4,2018,04,5,4,W01,서울특별시,종로구,8777750,2194438,6110,1528
5,2018,04,6,4,W01,서울특별시,종로구,8961800,2240450,6209,1552
6,2018,04,7,4,W01,서울특별시,종로구,8589900,2147475,5695,1424
0,2018,05,1,4,W01,서울특별시,종로구,11154900,2788725,7207,1802
1,2018,05,2,4,W01,서울특별시,종로구,11826500,2956625,7705,1926
2,2018,05,3,5,W01,서울특별시,종로구,13613050,2722610,9011,1802
3,2018,05,4,5,W01,서울특별시,종로구,12301850,2460370,8459,1692
4,2018,05,5,5,W01,서울특별시,종로구,12159750,2431950,8424,1685
5,2018,05,6,4,W01,서울특별시,종로구,10063200,2515800,6901,1725
6,2018,05,7,4,W01,서울특별시,종로구,9348300,2337075,6282,1571
0,2018,06,1,4,W01,서울특별시,종로구,13546500,3386625,8637,2159
1,2018,06,2,4,W01,서울특별시,종로구,13168350,3292088,8564,2141
2,2018,06,3,4,W01,서울특별시,종로구,10650250,2662563,7382,1846
3,2018,06,4,4,W01,서울특별시,종로구,11998400,2999600,8351,2088
4,2018,06,5,4,W01,서울특별시,종로구,11125400,2781350,7754,1939
5,2018,06,6,5,W01,서울특별시,종로구,13418400,2683680,9555,1911
6,2018,06,7,5,W01,서울특별시,종로구,14331650,2866330,9494,1899
0,2018,07,1,5,W01,서울특별시,종로구,17837650,3567530,11062,2212
1,2018,07,2,5,W01,서울특별시,종로구,17553950,3510790,11477,2295
2,2018,07,3,5,W01,서울특별시,종로구,16881400,3376280,11610,2322
3,2018,07,4,4,W01,서울특별시,종로구,12510250,3127563,8808,2202
4,2018,07,5,4,W01,서울특별시,종로구,12523950,3130988,8720,2180
5,2018,07,6,4,W01,서울특별시,종로구,12025700,3006425,8404,2101
6,2018,07,7,4,W01,서울특별시,종로구,12891400,3222850,8502,2126
0,2018,08,1,4,W01,서울특별시,종로구,13862400,3465600,9621,2405
1,2018,08,2,4,W01,서울특별시,종로구,13426050,3356513,9806,2452
2,2018,08,3,4,W01,서울특별시,종로구,11342900,2835725,8627,2157
3,2018,08,4,5,W01,서울특별시,종로구,15354250,3070850,11362,2272
4,2018,08,5,5,W01,서울특별시,종로구,15567950,3113590,11758,2352
5,2018,08,6,5,W01,서울특별시,종로구,14799050,2959810,11185,2237
6,2018,08,7,4,W01,서울특별시,종로구,12352950,3088238,8820,2205
0,2018,09,1,5,W01,서울특별시,종로구,19012800,3802560,13519,2704
1,2018,09,2,4,W01,서울특별시,종로구,13054000,3263500,9595,2399
2,2018,09,3,4,W01,서울특별시,종로구,12944400,3236100,9703,2426
3,2018,09,4,4,W01,서울특별시,종로구,13359050,3339763,10021,2505
4,2018,09,5,4,W01,서울특별시,종로구,12486650,3121663,9553,2388
5,2018,09,6,4,W01,서울특별시,종로구,13050850,3262713,9990,2498
6,2018,09,7,5,W01,서울특별시,종로구,16540300,3308060,12228,2446
0,2018,10,1,4,W01,서울특별시,종로구,14092450,3523113,9807,2452
1,2018,10,2,5,W01,서울특별시,종로구,17618800,3523760,12497,2499
2,2018,10,3,5,W01,서울특별시,종로구,15474000,3094800,11485,2297
3,2018,10,4,5,W01,서울특별시,종로구,15201700,3040340,11469,2294
4,2018,10,5,4,W01,서울특별시,종로구,11956500,2989125,9017,2254
5,2018,10,6,4,W01,서울특별시,종로구,10787950,2696988,8333,2083
6,2018,10,7,4,W01,서울특별시,종로구,11350350,2837588,8114,2029
0,2018,11,1,4,W01,서울특별시,종로구,15732700,3933175,9630,2408
1,2018,11,2,4,W01,서울특별시,종로구,15879600,3969900,9910,2478
2,2018,11,3,4,W01,서울특별시,종로구,13681500,3420375,8943,2236
3,2018,11,4,4,W01,서울특별시,종로구,13328100,3332025,8889,2222
4,2018,11,5,5,W01,서울특별시,종로구,15701900,3140380,10526,2105
5,2018,11,6,5,W01,서울특별시,종로구,16988650,3397730,11088,2218
6,2018,11,7,4,W01,서울특별시,종로구,13370100,3342525,8250,2063
0,2018,12,1,5,W01,서울특별시,종로구,18178450,3635690,10968,2194
1,2018,12,2,5,W01,서울특별시,종로구,18617150,3723430,11384,2277
2,2018,12,3,4,W01,서울특별시,종로구,13646250,3411563,8642,2161
3,2018,12,4,4,W01,서울특별시,종로구,12545600,3136400,8206,2052
4,2018,12,5,4,W01,서울특별시,종로구,11502500,2875625,7592,1898
5,2018,12,6,4,W01,서울특별시,종로구,11541250,2885313,7642,1911
6,2018,12,7,5,W01,서울특별시,종로구,14966300,2993260,9409,1882
0,2019,01,1,4,W01,서울특별시,종로구,13520650,3380163,8412,2103
1,2019,01,2,4,W01,서울특별시,종로구,14230800,3557700,8899,2225
2,2019,01,3,5,W01,서울특별시,종로구,16164450,3232890,10169,2034
3,2019,01,4,5,W01,서울특별시,종로구,15430200,3086040,10075,2015
4,2019,01,5,5,W01,서울특별시,종로구,15002500,3000500,9946,1989
5,2019,01,6,4,W01,서울특별시,종로구,11822950,2955738,7951,1988
6,2019,01,7,4,W01,서울특별시,종로구,11263000,2815750,7225,1806
0,2019,02,1,4,W01,서울특별시,종로구,14778450,3694613,8902,2226
1,2019,02,2,4,W01,서울특별시,종로구,15705300,3926325,9589,2397
2,2019,02,3,4,W01,서울특별시,종로구,12673600,3168400,7859,1965
3,2019,02,4,4,W01,서울특별시,종로구,13125450,3281363,8208,2052
4,2019,02,5,4,W01,서울특별시,종로구,12650400,3162600,8179,2045
5,2019,02,6,4,W01,서울특별시,종로구,12277050,3069263,8015,2004
6,2019,02,7,4,W01,서울특별시,종로구,12765950,3191488,8116,2029
0,2019,03,1,5,W01,서울특별시,종로구,18179550,3635910,11633,2327
1,2019,03,2,4,W01,서울특별시,종로구,13589550,3397388,9079,2270
2,2019,03,3,4,W01,서울특별시,종로구,11507800,2876950,7975,1994
3,2019,03,4,4,W01,서울특별시,종로구,10265500,2566375,7218,1805
4,2019,03,5,4,W01,서울특별시,종로구,11077450,2769363,7887,1972
5,2019,03,6,5,W01,서울특별시,종로구,13937900,2787580,9710,1942
6,2019,03,7,5,W01,서울특별시,종로구,14480450,2896090,9710,1942
0,2019,04,1,4,W01,서울특별시,종로구,14637350,3659338,9575,2394
1,2019,04,2,5,W01,서울특별시,종로구,17599950,3519990,11851,2370
2,2019,04,3,5,W01,서울특별시,종로구,14823050,2964610,10489,2098
3,2019,04,4,4,W01,서울특별시,종로구,11648600,2912150,8420,2105
4,2019,04,5,4,W01,서울특별시,종로구,10753350,2688338,7822,1956
5,2019,04,6,4,W01,서울특별시,종로구,10772400,2693100,7897,1974
6,2019,04,7,4,W01,서울특별시,종로구,11528500,2882125,7917,1979
0,2019,05,1,4,W01,서울특별시,종로구,15263200,3815800,9921,2480
1,2019,05,2,4,W01,서울특별시,종로구,15570050,3892513,10489,2622
2,2019,05,3,4,W01,서울특별시,종로구,14070050,3517513,9900,2475
3,2019,05,4,5,W01,서울특별시,종로구,15641700,3128340,11426,2285
4,2019,05,5,5,W01,서울특별시,종로구,16206450,3241290,11811,2362
5,2019,05,6,5,W01,서울특별시,종로구,15634300,3126860,11426,2285
6,2019,05,7,4,W01,서울특별시,종로구,12984400,3246100,9056,2264
0,2019,06,1,5,W01,서울특별시,종로구,21801200,4360240,14529,2906
1,2019,06,2,4,W01,서울특별시,종로구,15988150,3997038,10966,2742
2,2019,06,3,4,W01,서울특별시,종로구,14134550,3533638,10321,2580
3,2019,06,4,4,W01,서울특별시,종로구,14464800,3616200,10581,2645
4,2019,06,5,4,W01,서울특별시,종로구,13677050,3419263,9999,2500
5,2019,06,6,4,W01,서울특별시,종로구,14073050,3518263,10349,2587
6,2019,06,7,5,W01,서울특별시,종로구,18448150,3689630,12648,2530
0,2019,07,1,4,W01,서울특별시,종로구,18130250,4532563,11982,2996
1,2019,07,2,5,W01,서울특별시,종로구,21733900,4346780,14992,2998
2,2019,07,3,5,W01,서울특별시,종로구,19537850,3907570,14263,2853
3,2019,07,4,5,W01,서울특별시,종로구,17958350,3591670,13424,2685
4,2019,07,5,4,W01,서울특별시,종로구,14842500,3710625,10950,2738
5,2019,07,6,4,W01,서울특별시,종로구,15032000,3758000,10986,2747
6,2019,07,7,4,W01,서울특별시,종로구,16082400,4020600,11040,2760
0,2019,08,1,4,W01,서울특별시,종로구,17063050,4265763,11877,2969
1,2019,08,2,4,W01,서울특별시,종로구,16022150,4005538,11690,2923
2,2019,08,3,4,W01,서울특별시,종로구,14697400,3674350,11135,2784
3,2019,08,4,4,W01,서울특별시,종로구,14029750,3507438,10800,2700
4,2019,08,5,5,W01,서울특별시,종로구,18038500,3607700,13430,2686
5,2019,08,6,5,W01,서울특별시,종로구,17686150,3537230,13336,2667
6,2019,08,7,5,W01,서울특별시,종로구,16442500,3288500,11821,2364
0,2019,09,1,5,W01,서울특별시,종로구,20635150,4127030,14974,2995
1,2019,09,2,5,W01,서울특별시,종로구,19429950,3885990,14546,2909
2,2019,09,3,4,W01,서울특별시,종로구,13821250,3455313,10714,2679
3,2019,09,4,4,W01,서울특별시,종로구,14281050,3570263,11219,2805
4,2019,09,5,4,W01,서울특별시,종로구,14945150,3736288,11264,2816
5,2019,09,6,4,W01,서울특별시,종로구,13417250,3354313,10298,2575
6,2019,09,7,4,W01,서울특별시,종로구,13135700,3283925,9560,2390
0,2019,10,1,4,W01,서울특별시,종로구,14945700,3736425,11034,2759
1,2019,10,2,4,W01,서울특별시,종로구,13731250,3432813,10399,2600
2,2019,10,3,5,W01,서울특별시,종로구,16150950,3230190,12847,2569
3,2019,10,4,5,W01,서울특별시,종로구,14317000,2863400,11324,2265
4,2019,10,5,5,W01,서울특별시,종로구,15382300,3076460,12168,2434
5,2019,10,6,4,W01,서울특별시,종로구,12178100,3044525,9662,2416
6,2019,10,7,4,W01,서울특별시,종로구,12200650,3050163,9384,2346
0,2019,11,1,4,W01,서울특별시,종로구,16006000,4001500,10005,2501
1,2019,11,2,4,W01,서울특별시,종로구,16635600,4158900,10848,2712
2,2019,11,3,4,W01,서울특별시,종로구,14419250,3604813,9763,2441
3,2019,11,4,4,W01,서울특별시,종로구,13155500,3288875,9054,2264
4,2019,11,5,4,W01,서울특별시,종로구,13197650,3299413,9042,2261
5,2019,11,6,5,W01,서울특별시,종로구,16350750,3270150,11469,2294
6,2019,11,7,5,W01,서울특별시,종로구,17739550,3547910,11183,2237
0,2019,12,1,5,W01,서울특별시,종로구,19264150,3852830,11779,2356
1,2019,12,2,5,W01,서울특별시,종로구,18905900,3781180,12261,2452
2,2019,12,3,5,W01,서울특별시,종로구,16683850,3336770,11165,2233
3,2019,12,4,4,W01,서울특별시,종로구,12715200,3178800,8750,2188
4,2019,12,5,4,W01,서울특별시,종로구,12538250,3134563,8634,2159
5,2019,12,6,4,W01,서울특별시,종로구,11806350,2951588,8201,2050
6,2019,12,7,4,W01,서울특별시,종로구,12216650,3054163,8103,2026
0,2020,01,1,4,W01,서울특별시,종로구,14549950,3637488,9096,2274
1,2020,01,2,4,W01,서울특별시,종로구,15509850,3877463,9760,2440
2,2020,01,3,4,W01,서울특별시,종로구,14509450,3627363,9346,2337
3,2020,01,4,5,W01,서울특별시,종로구,17661000,3532200,11586,2317
4,2020,01,5,5,W01,서울특별시,종로구,17235650,3447130,11651,2330
5,2020,01,6,5,W01,서울특별시,종로구,17763750,3552750,11753,2351
6,2020,01,7,4,W01,서울특별시,종로구,12772300,3193075,8226,2057
0,2020,02,1,4,W01,서울특별시,종로구,16336650,4084163,10240,2560
1,2020,02,2,4,W01,서울특별시,종로구,15363550,3840888,9819,2455
2,2020,02,3,4,W01,서울특별시,종로구,13798200,3449550,9273,2318
3,2020,02,4,4,W01,서울특별시,종로구,13110600,3277650,8944,2236
4,2020,02,5,4,W01,서울특별시,종로구,13433000,3358250,9104,2276
5,2020,02,6,4,W01,서울특별시,종로구,13081450,3270363,8986,2247
6,2020,02,7,5,W01,서울특별시,종로구,18083450,3616690,11844,2369
0,2020,03,1,5,W01,서울특별시,종로구,18884400,3776880,12756,2551
1,2020,03,2,5,W01,서울특별시,종로구,20434450,4086890,13578,2716
2,2020,03,3,5,W01,서울특별시,종로구,17515350,3503070,12177,2435
3,2020,03,4,4,W01,서울특별시,종로구,13054800,3263700,9546,2387
4,2020,03,5,4,W01,서울특별시,종로구,13047500,3261875,9315,2329
5,2020,03,6,4,W01,서울특별시,종로구,13483750,3370938,9513,2378
6,2020,03,7,4,W01,서울특별시,종로구,13554650,3388663,9402,2351
0,2020,04,1,4,W01,서울특별시,종로구,14370100,3592525,9898,2475
1,2020,04,2,4,W01,서울특별시,종로구,15633600,3908400,10800,2700
2,2020,04,3,4,W01,서울특별시,종로구,13492600,3373150,9802,2451
3,2020,04,4,5,W01,서울특별시,종로구,16183450,3236690,12046,2409
4,2020,04,5,5,W01,서울특별시,종로구,16174150,3234830,11927,2385
5,2020,04,6,4,W01,서울특별시,종로구,12916250,3229063,9458,2365
6,2020,04,7,4,W01,서울특별시,종로구,13463400,3365850,9712,2428
0,2020,05,1,5,W01,서울특별시,종로구,22598450,4519690,15076,3015
1,2020,05,2,4,W01,서울특별시,종로구,15961100,3990275,11067,2767
2,2020,05,3,4,W01,서울특별시,종로구,15262300,3815575,10946,2737
3,2020,05,4,4,W01,서울특별시,종로구,14819350,3704838,10677,2669
4,2020,05,5,4,W01,서울특별시,종로구,14164850,3541213,10299,2575
5,2020,05,6,5,W01,서울특별시,종로구,16975350,3395070,12407,2481
6,2020,05,7,5,W01,서울특별시,종로구,18449400,3689880,12765,2553
0,2020,06,1,4,W01,서울특별시,종로구,20244100,5061025,13320,3330
1,2020,06,2,5,W01,서울특별시,종로구,22884750,4576950,15873,3175
2,2020,06,3,5,W01,서울특별시,종로구,20910750,4182150,14931,2986
3,2020,06,4,4,W01,서울특별시,종로구,15350250,3837563,10946,2737
4,2020,06,5,4,W01,서울특별시,종로구,16237200,4059300,11728,2932
5,2020,06,6,4,W01,서울특별시,종로구,15582000,3895500,11441,2860
6,2020,06,7,4,W01,서울특별시,종로구,17038450,4259613,11778,2945
0,2020,07,1,4,W01,서울특별시,종로구,20043400,5010850,13419,3355
1,2020,07,2,4,W01,서울특별시,종로구,17659650,4414913,12514,3129
2,2020,07,3,4,W01,서울특별시,종로구,17745150,4436288,12941,3235
3,2020,07,4,5,W01,서울특별시,종로구,20028400,4005680,15004,3001
4,2020,07,5,5,W01,서울특별시,종로구,18889700,3777940,14085,2817
5,2020,07,6,5,W01,서울특별시,종로구,20945250,4189050,15518,3104
6,2020,07,7,4,W01,서울특별시,종로구,17617450,4404363,12390,3098
0,2020,08,1,5,W01,서울특별시,종로구,23469050,4693810,16888,3378
1,2020,08,2,5,W01,서울특별시,종로구,22531000,4506200,16734,3347
2,2020,08,3,4,W01,서울특별시,종로구,17160450,4290113,13026,3257
3,2020,08,4,4,W01,서울특별시,종로구,15859300,3964825,12651,3163
4,2020,08,5,4,W01,서울특별시,종로구,15566600,3891650,12224,3056
5,2020,08,6,4,W01,서울특별시,종로구,15490900,3872725,12399,3100
6,2020,08,7,5,W01,서울특별시,종로구,19312200,3862440,14388,2878
0,2020,09,1,4,W01,서울특별시,종로구,17664600,4416150,13479,3370
1,2020,09,2,4,W01,서울특별시,종로구,15272950,3818238,12173,3043
2,2020,09,3,5,W01,서울특별시,종로구,20598550,4119710,16885,3377
3,2020,09,4,5,W01,서울특별시,종로구,18295050,3659010,15062,3012
4,2020,09,5,4,W01,서울특별시,종로구,14197300,3549325,11832,2958
5,2020,09,6,4,W01,서울특별시,종로구,14024100,3506025,11693,2923
6,2020,09,7,4,W01,서울특별시,종로구,15079950,3769988,12001,3000
0,2020,10,1,4,W01,서울특별시,종로구,16791500,4197875,12190,3048
1,2020,10,2,4,W01,서울특별시,종로구,15685450,3921363,11793,2948
2,2020,10,3,4,W01,서울특별시,종로구,13885700,3471425,11140,2785
3,2020,10,4,4,W01,서울특별시,종로구,12838250,3209563,10462,2616
4,2020,10,5,5,W01,서울특별시,종로구,16960650,3392130,13037,2607
5,2020,10,6,5,W01,서울특별시,종로구,16533900,3306780,12860,2572
6,2020,10,7,5,W01,서울특별시,종로구,16706300,3341260,12567,2513
0,2020,11,1,5,W01,서울특별시,종로구,22458050,4491610,14378,2876
1,2020,11,2,5,W01,서울특별시,종로구,21359700,4271940,14158,2832
2,2020,11,3,4,W01,서울특별시,종로구,15799000,3949750,10837,2709
3,2020,11,4,4,W01,서울특별시,종로구,14108150,3527038,10205,2551
4,2020,11,5,4,W01,서울특별시,종로구,14895800,3723950,10288,2572
5,2020,11,6,4,W01,서울특별시,종로구,15332850,3833213,10603,2651
6,2020,11,7,4,W01,서울특별시,종로구,15894550,3973638,10466,2617
0,2020,12,1,4,W01,서울특별시,종로구,18724950,4681238,11778,2945
1,2020,12,2,4,W01,서울특별시,종로구,17385950,4346488,11267,2817
2,2020,12,3,5,W01,서울특별시,종로구,20400400,4080080,13593,2719
3,2020,12,4,5,W01,서울특별시,종로구,18712900,3742580,12815,2563
4,2020,12,5,5,W01,서울특별시,종로구,19305700,3861140,13243,2649
5,2020,12,6,4,W01,서울특별시,종로구,15754150,3938538,10536,2634
6,2020,12,7,4,W01,서울특별시,종로구,16325350,4081338,10854,2714
0,2021,01,1,5,W01,서울특별시,종로구,21461900,4292380,14069,2814
1,2021,01,2,4,W01,서울특별시,종로구,16159600,4039900,10545,2636
2,2021,01,3,4,W01,서울특별시,종로구,14667250,3666813,10019,2505
3,2021,01,4,4,W01,서울특별시,종로구,14670050,3667513,9964,2491
4,2021,01,5,4,W01,서울특별시,종로구,12066350,3016588,8433,2108
5,2021,01,6,5,W01,서울특별시,종로구,17294900,3458980,11918,2384
6,2021,01,7,5,W01,서울특별시,종로구,18077550,3615510,12260,2452
0,2021,02,1,4,W01,서울특별시,종로구,16992350,4248088,11151,2788
1,2021,02,2,4,W01,서울특별시,종로구,15964550,3991138,10521,2630
2,2021,02,3,4,W01,서울특별시,종로구,14337460,3584365,9871,2468
3,2021,02,4,4,W01,서울특별시,종로구,14677800,3669450,10222,2556
4,2021,02,5,4,W01,서울특별시,종로구,15494450,3873613,10428,2607
5,2021,02,6,4,W01,서울특별시,종로구,14003550,3500888,9760,2440
6,2021,02,7,4,W01,서울특별시,종로구,14355900,3588975,9622,2406
0,2021,03,1,4,W01,서울특별시,종로구,16577550,4144388,11369,2842
1,2021,03,2,5,W01,서울특별시,종로구,19864300,3972860,13632,2726
2,2021,03,3,5,W01,서울특별시,종로구,18572450,3714490,13272,2654
3,2021,03,4,5,W01,서울특별시,종로구,17091600,3418320,12567,2513
4,2021,03,5,4,W01,서울특별시,종로구,12998900,3249725,9601,2400
5,2021,03,6,4,W01,서울특별시,종로구,13333550,3333388,9976,2494
6,2021,03,7,4,W01,서울특별시,종로구,12595740,3148935,9091,2273
0,2021,04,1,4,W01,서울특별시,종로구,17141250,4285313,12322,3081
1,2021,04,2,4,W01,서울특별시,종로구,15414650,3853663,11233,2808
2,2021,04,3,4,W01,서울특별시,종로구,15144200,3786050,11221,2805
3,2021,04,4,4,W01,서울특별시,종로구,13451300,3362825,10502,2626
4,2021,04,5,5,W01,서울특별시,종로구,17164140,3432828,13170,2634
5,2021,04,6,5,W01,서울특별시,종로구,16752300,3350460,13052,2610
6,2021,04,7,4,W01,서울특별시,종로구,13186800,3296700,9741,2435
0,2021,05,1,5,W01,서울특별시,종로구,22256400,4451280,15302,3060
1,2021,05,2,5,W01,서울특별시,종로구,22379650,4475930,15693,3139
2,2021,05,3,4,W01,서울특별시,종로구,15112600,3778150,11227,2807
3,2021,05,4,4,W01,서울특별시,종로구,16435000,4108750,12042,3011
4,2021,05,5,4,W01,서울특별시,종로구,15227500,3806875,11175,2794
5,2021,05,6,4,W01,서울특별시,종로구,15000600,3750150,11138,2785
6,2021,05,7,5,W01,서울특별시,종로구,18567900,3713580,13350,2670
0,2021,06,1,4,W01,서울특별시,종로구,20693490,5173373,14056,3514
1,2021,06,2,4,W01,서울특별시,종로구,19982310,4995578,13852,3463
2,2021,06,3,5,W01,서울특별시,종로구,21563850,4312770,16081,3216
3,2021,06,4,5,W01,서울특별시,종로구,21154900,4230980,15838,3168
4,2021,06,5,4,W01,서울특별시,종로구,15468800,3867200,11435,2859
5,2021,06,6,4,W01,서울특별시,종로구,16977790,4244448,12471,3118
6,2021,06,7,4,W01,서울특별시,종로구,17488990,4372248,12454,3114
0,2021,07,1,4,W01,서울특별시,종로구,22596950,5649238,15483,3871
1,2021,07,2,4,W01,서울특별시,종로구,21511200,5377800,15296,3824
2,2021,07,3,4,W01,서울특별시,종로구,19540690,4885173,14859,3715
3,2021,07,4,4,W01,서울특별시,종로구,18268750,4567188,13830,3458
4,2021,07,5,5,W01,서울특별시,종로구,23007290,4601458,17546,3509
5,2021,07,6,5,W01,서울특별시,종로구,23517000,4703400,17584,3517
6,2021,07,7,5,W01,서울특별시,종로구,24456550,4891310,17203,3441
0,2021,08,1,5,W01,서울특별시,종로구,24393200,4878640,17863,3573
1,2021,08,2,5,W01,서울특별시,종로구,24200250,4840050,18022,3604
2,2021,08,3,5,W01,서울특별시,종로구,21224790,4244958,16378,3276
3,2021,08,4,4,W01,서울특별시,종로구,17371550,4342888,13814,3454
4,2021,08,5,4,W01,서울특별시,종로구,17336000,4334000,13556,3389
5,2021,08,6,4,W01,서울특별시,종로구,17180310,4295078,13539,3385
6,2021,08,7,4,W01,서울특별시,종로구,17117840,4279460,13134,3284
0,2021,09,1,4,W01,서울특별시,종로구,19329550,4832388,14767,3692
1,2021,09,2,4,W01,서울특별시,종로구,18644970,4661243,13986,3497
2,2021,09,3,4,W01,서울특별시,종로구,16380950,4095238,12684,3171
3,2021,09,4,5,W01,서울특별시,종로구,21886100,4377220,16908,3382
4,2021,09,5,5,W01,서울특별시,종로구,21431800,4286360,16872,3374
5,2021,09,6,4,W01,서울특별시,종로구,16751390,4187848,13481,3370
6,2021,09,7,4,W01,서울특별시,종로구,17025950,4256488,13093,3273
0,2021,10,1,5,W01,서울특별시,종로구,21392850,4278570,15935,3187
1,2021,10,2,4,W01,서울특별시,종로구,18376100,4594025,13739,3435
2,2021,10,3,4,W01,서울특별시,종로구,16615060,4153765,12882,3221
3,2021,10,4,4,W01,서울특별시,종로구,14942000,3735500,11917,2979
4,2021,10,5,4,W01,서울특별시,종로구,14991900,3747975,11882,2971
5,2021,10,6,5,W01,서울특별시,종로구,18373340,3674668,14708,2942
6,2021,10,7,5,W01,서울특별시,종로구,18854650,3770930,14901,2980
0,2021,11,1,4,W01,서울특별시,종로구,18879650,4719913,12340,3085
1,2021,11,2,5,W01,서울특별시,종로구,22275150,4455030,15295,3059
2,2021,11,3,5,W01,서울특별시,종로구,21140350,4228070,14662,2932
3,2021,11,4,4,W01,서울특별시,종로구,15782400,3945600,11361,2840
4,2021,11,5,4,W01,서울특별시,종로구,15594750,3898688,11184,2796
5,2021,11,6,4,W01,서울특별시,종로구,15951400,3987850,11475,2869
6,2021,11,7,4,W01,서울특별시,종로구,16640510,4160128,11140,2785
0,2021,12,1,4,W01,서울특별시,종로구,17775350,4443838,11809,2952
1,2021,12,2,4,W01,서울특별시,종로구,17959540,4489885,12027,3007
2,2021,12,3,4,W01,서울특별시,종로구,15796550,3949138,11178,2795
3,2021,12,4,5,W01,서울특별시,종로구,18502050,3700410,13229,2646
4,2021,12,5,5,W01,서울특별시,종로구,18219050,3643810,13117,2623
5,2021,12,6,5,W01,서울특별시,종로구,18722950,3744590,13407,2681
6,2021,12,7,4,W01,서울특별시,종로구,14734200,3683550,10222,2556
0,2018,01,1,4,W02,서울특별시,중구,25046550,6261638,16327,4082
1,2018,01,2,5,W02,서울특별시,중구,27091000,5418200,17988,3598
2,2018,01,3,5,W02,서울특별시,중구,21796050,4359210,14976,2995
3,2018,01,4,5,W02,서울특별시,중구,21268550,4253710,15156,3031
4,2018,01,5,4,W02,서울특별시,중구,16820900,4205225,11888,2972
5,2018,01,6,4,W02,서울특별시,중구,17367550,4341888,12173,3043
6,2018,01,7,4,W02,서울특별시,중구,19698050,4924513,13018,3255
0,2018,02,1,4,W02,서울특별시,중구,23619200,5904800,14765,3691
1,2018,02,2,4,W02,서울특별시,중구,22700350,5675088,14565,3641
2,2018,02,3,4,W02,서울특별시,중구,17818900,4454725,12226,3057
3,2018,02,4,4,W02,서울특별시,중구,19030050,4757513,13142,3286
4,2018,02,5,4,W02,서울특별시,중구,21525100,5381275,14145,3536
5,2018,02,6,4,W02,서울특별시,중구,18420560,4605140,12196,3049
6,2018,02,7,4,W02,서울특별시,중구,19805900,4951475,12557,3139
0,2018,03,1,4,W02,서울특별시,중구,25289350,6322338,16818,4205
1,2018,03,2,4,W02,서울특별시,중구,21217350,5304338,14726,3682
2,2018,03,3,4,W02,서울특별시,중구,17836950,4459238,12808,3202
3,2018,03,4,4,W02,서울특별시,중구,17724900,4431225,12875,3219
4,2018,03,5,5,W02,서울특별시,중구,22701500,4540300,16107,3221
5,2018,03,6,5,W02,서울특별시,중구,22716750,4543350,16597,3319
6,2018,03,7,5,W02,서울특별시,중구,24238250,4847650,16757,3351
0,2018,04,1,5,W02,서울특별시,중구,32945100,6589020,23278,4656
1,2018,04,2,5,W02,서울특별시,중구,28308300,5661660,20673,4135
2,2018,04,3,4,W02,서울특별시,중구,19798650,4949663,15031,3758
3,2018,04,4,4,W02,서울특별시,중구,20124450,5031113,15642,3911
4,2018,04,5,4,W02,서울특별시,중구,18326850,4581713,14259,3565
5,2018,04,6,4,W02,서울특별시,중구,19442300,4860575,14959,3740
6,2018,04,7,4,W02,서울특별시,중구,20655650,5163913,14960,3740
0,2018,05,1,4,W02,서울특별시,중구,28875850,7218963,20250,5063
1,2018,05,2,4,W02,서울특별시,중구,24995550,6248888,18642,4661
2,2018,05,3,5,W02,서울특별시,중구,26561050,5312210,20364,4073
