,disYear,disMonth,disDay,disDayCount,cityCode,citySidoName,citySggName,disQuantity,dayAverQuantity,disCount,dayAverCount
3,2018,10,4,5,W10,부산광역시,금정구,61736700,12347340,44261,8852
4,2018,10,5,4,W10,부산광역시,금정구,47949500,11987375,34782,8696
5,2018,10,6,4,W10,부산광역시,금정구,43079100,10769775,31279,7820
6,2018,10,7,4,W10,부산광역시,금정구,44730300,11182575,30602,7651
0,2018,11,1,4,W10,부산광역시,금정구,62887450,15721863,36600,9150
1,2018,11,2,4,W10,부산광역시,금정구,58095100,14523775,35684,8921
2,2018,11,3,4,W10,부산광역시,금정구,53467750,13366938,33623,8406
3,2018,11,4,4,W10,부산광역시,금정구,52426550,13106638,33366,8342
4,2018,11,5,5,W10,부산광역시,금정구,60354200,12070840,38833,7767
5,2018,11,6,5,W10,부산광역시,금정구,65586250,13117250,41737,8347
6,2018,11,7,4,W10,부산광역시,금정구,49316750,12329188,30491,7623
0,2018,12,1,5,W10,부산광역시,금정구,82769250,16553850,42546,8509
1,2018,12,2,5,W10,부산광역시,금정구,75125400,15025080,41535,8307
2,2018,12,3,4,W10,부산광역시,금정구,55953050,13988263,31543,7886
3,2018,12,4,4,W10,부산광역시,금정구,53744100,13436025,31587,7897
4,2018,12,5,4,W10,부산광역시,금정구,50933200,12733300,29613,7403
5,2018,12,6,4,W10,부산광역시,금정구,48572250,12143063,28537,7134
6,2018,12,7,5,W10,부산광역시,금정구,66697550,13339510,35814,7163
0,2019,01,1,4,W10,부산광역시,금정구,57294550,14323638,32211,8053
1,2019,01,2,4,W10,부산광역시,금정구,54431850,13607963,31600,7900
2,2019,01,3,5,W10,부산광역시,금정구,61364850,12272970,36207,7241
3,2019,01,4,5,W10,부산광역시,금정구,61416850,12283370,37311,7462
4,2019,01,5,5,W10,부산광역시,금정구,59613800,11922760,36202,7240
5,2019,01,6,4,W10,부산광역시,금정구,46328200,11582050,28789,7197
6,2019,01,7,4,W10,부산광역시,금정구,43471650,10867913,25940,6485
0,2019,02,1,4,W10,부산광역시,금정구,66168100,16542025,36480,9120
1,2019,02,2,4,W10,부산광역시,금정구,61581750,15395438,35675,8919
2,2019,02,3,4,W10,부산광역시,금정구,47672200,11918050,28127,7032
3,2019,02,4,4,W10,부산광역시,금정구,49470050,12367513,29880,7470
4,2019,02,5,4,W10,부산광역시,금정구,49722000,12430500,29878,7470
5,2019,02,6,4,W10,부산광역시,금정구,48437200,12109300,29801,7450
6,2019,02,7,4,W10,부산광역시,금정구,49977600,12494400,29156,7289
0,2019,03,1,5,W10,부산광역시,금정구,68611300,13722260,40778,8156
1,2019,03,2,4,W10,부산광역시,금정구,51889750,12972438,32497,8124
2,2019,03,3,4,W10,부산광역시,금정구,44149300,11037325,28864,7216
3,2019,03,4,4,W10,부산광역시,금정구,39620350,9905088,26587,6647
4,2019,03,5,4,W10,부산광역시,금정구,42941650,10735413,28775,7194
5,2019,03,6,5,W10,부산광역시,금정구,53054800,10610960,35179,7036
6,2019,03,7,5,W10,부산광역시,금정구,54154250,10830850,34322,6864
0,2019,04,1,4,W10,부산광역시,금정구,55215350,13803838,33842,8461
1,2019,04,2,5,W10,부산광역시,금정구,61242850,12248570,39311,7862
2,2019,04,3,5,W10,부산광역시,금정구,56759650,11351930,37919,7584
3,2019,04,4,4,W10,부산광역시,금정구,43988650,10997163,29923,7481
4,2019,04,5,4,W10,부산광역시,금정구,43865850,10966463,29776,7444
5,2019,04,6,4,W10,부산광역시,금정구,40083750,10020938,27582,6896
6,2019,04,7,4,W10,부산광역시,금정구,44120300,11030075,28691,7173
0,2019,05,1,4,W10,부산광역시,금정구,57462400,14365600,35654,8914
1,2019,05,2,4,W10,부산광역시,금정구,53216900,13304225,33889,8472
2,2019,05,3,4,W10,부산광역시,금정구,54409700,13602425,36228,9057
3,2019,05,4,5,W10,부산광역시,금정구,61134500,12226900,41764,8353
4,2019,05,5,5,W10,부산광역시,금정구,61926500,12385300,42276,8455
5,2019,05,6,5,W10,부산광역시,금정구,58598400,11719680,40846,8169
6,2019,05,7,4,W10,부산광역시,금정구,47087600,11771900,30577,7644
0,2019,06,1,5,W10,부산광역시,금정구,85565090,17113018,52664,10533
1,2019,06,2,4,W10,부산광역시,금정구,58215800,14553950,38438,9610
2,2019,06,3,4,W10,부산광역시,금정구,53967100,13491775,36941,9235
3,2019,06,4,4,W10,부산광역시,금정구,47523050,11880763,33203,8301
4,2019,06,5,4,W10,부산광역시,금정구,55694000,13923500,37680,9420
5,2019,06,6,4,W10,부산광역시,금정구,49500750,12375188,34183,8546
6,2019,06,7,5,W10,부산광역시,금정구,63977900,12795580,41595,8319
0,2019,07,1,4,W10,부산광역시,금정구,75785200,18946300,47072,11768
1,2019,07,2,5,W10,부산광역시,금정구,76531900,15306380,51198,10240
2,2019,07,3,5,W10,부산광역시,금정구,74794610,14958922,51997,10399
3,2019,07,4,5,W10,부산광역시,금정구,68811650,13762330,48724,9745
4,2019,07,5,4,W10,부산광역시,금정구,57998100,14499525,40523,10131
5,2019,07,6,4,W10,부산광역시,금정구,54858200,13714550,38536,9634
6,2019,07,7,4,W10,부산광역시,금정구,52885600,13221400,34760,8690
0,2019,08,1,4,W10,부산광역시,금정구,67496100,16874025,43934,10984
1,2019,08,2,4,W10,부산광역시,금정구,62149150,15537288,43414,10854
2,2019,08,3,4,W10,부산광역시,금정구,51964300,12991075,37511,9378
3,2019,08,4,4,W10,부산광역시,금정구,57030250,14257563,41180,10295
4,2019,08,5,5,W10,부산광역시,금정구,71640450,14328090,50773,10155
5,2019,08,6,5,W10,부산광역시,금정구,70412150,14082430,50188,10038
6,2019,08,7,5,W10,부산광역시,금정구,70641200,14128240,48701,9740
0,2019,09,1,5,W10,부산광역시,금정구,74080700,14816140,48787,9757
1,2019,09,2,5,W10,부산광역시,금정구,76312000,15262400,52194,10439
2,2019,09,3,4,W10,부산광역시,금정구,56208150,14052038,40550,10138
3,2019,09,4,4,W10,부산광역시,금정구,56605200,14151300,41693,10423
4,2019,09,5,4,W10,부산광역시,금정구,60268100,15067025,43484,10871
5,2019,09,6,4,W10,부산광역시,금정구,53269700,13317425,38104,9526
6,2019,09,7,4,W10,부산광역시,금정구,47549250,11887313,32649,8162
0,2019,10,1,4,W10,부산광역시,금정구,56986000,14246500,38965,9741
1,2019,10,2,4,W10,부산광역시,금정구,51045950,12761488,36604,9151
2,2019,10,3,5,W10,부산광역시,금정구,58403150,11680630,43723,8745
3,2019,10,4,5,W10,부산광역시,금정구,52838800,10567760,39975,7995
4,2019,10,5,5,W10,부산광역시,금정구,62149950,12429990,45937,9187
5,2019,10,6,4,W10,부산광역시,금정구,44214450,11053613,33125,8281
6,2019,10,7,4,W10,부산광역시,금정구,45959600,11489900,33534,8384
0,2019,11,1,4,W10,부산광역시,금정구,61719350,15429838,37611,9403
1,2019,11,2,4,W10,부산광역시,금정구,56441100,14110275,36455,9114
2,2019,11,3,4,W10,부산광역시,금정구,51930800,12982700,34124,8531
3,2019,11,4,4,W10,부산광역시,금정구,50272450,12568113,33698,8425
4,2019,11,5,4,W10,부산광역시,금정구,50236900,12559225,33201,8300
5,2019,11,6,5,W10,부산광역시,금정구,63040650,12608130,42074,8415
6,2019,11,7,5,W10,부산광역시,금정구,62399800,12479960,39063,7813
0,2019,12,1,5,W10,부산광역시,금정구,77770250,15554050,41986,8397
1,2019,12,2,5,W10,부산광역시,금정구,76245000,15249000,44099,8820
2,2019,12,3,5,W10,부산광역시,금정구,64617100,12923420,39070,7814
3,2019,12,4,4,W10,부산광역시,금정구,52710100,13177525,31914,7979
4,2019,12,5,4,W10,부산광역시,금정구,50510550,12627638,30918,7730
5,2019,12,6,4,W10,부산광역시,금정구,48523500,12130875,29761,7440
6,2019,12,7,4,W10,부산광역시,금정구,51726600,12931650,29421,7355
0,2020,01,1,4,W10,부산광역시,금정구,57863800,14465950,33191,8298
1,2020,01,2,4,W10,부산광역시,금정구,47785050,11946263,28246,7062
2,2020,01,3,4,W10,부산광역시,금정구,58081500,14520375,33664,8416
3,2020,01,4,5,W10,부산광역시,금정구,66395400,13279080,40174,8035
4,2020,01,5,5,W10,부산광역시,금정구,70692100,14138420,42747,8549
5,2020,01,6,5,W10,부산광역시,금정구,71303050,14260610,43174,8635
6,2020,01,7,4,W10,부산광역시,금정구,48289450,12072363,28583,7146
0,2020,02,1,4,W10,부산광역시,금정구,63424150,15856038,36584,9146
1,2020,02,2,4,W10,부산광역시,금정구,53007500,13251875,32355,8089
2,2020,02,3,4,W10,부산광역시,금정구,47277700,11819425,29852,7463
3,2020,02,4,4,W10,부산광역시,금정구,49715500,12428875,31386,7847
4,2020,02,5,4,W10,부산광역시,금정구,51060650,12765163,32781,8195
5,2020,02,6,4,W10,부산광역시,금정구,48264850,12066213,31172,7793
6,2020,02,7,5,W10,부산광역시,금정구,63250200,12650040,38788,7758
0,2020,03,1,5,W10,부산광역시,금정구,75633750,15126750,45755,9151
1,2020,03,2,5,W10,부산광역시,금정구,66908600,13381720,42428,8486
2,2020,03,3,5,W10,부산광역시,금정구,62385350,12477070,40986,8197
3,2020,03,4,4,W10,부산광역시,금정구,50022900,12505725,33103,8276
4,2020,03,5,4,W10,부산광역시,금정구,46309690,11577423,30627,7657
5,2020,03,6,4,W10,부산광역시,금정구,48805250,12201313,32367,8092
6,2020,03,7,4,W10,부산광역시,금정구,47520550,11880138,30234,7559
0,2020,04,1,4,W10,부산광역시,금정구,53165350,13291338,32921,8230
1,2020,04,2,4,W10,부산광역시,금정구,56075250,14018813,35965,8991
2,2020,04,3,4,W10,부산광역시,금정구,48182900,12045725,32707,8177
3,2020,04,4,5,W10,부산광역시,금정구,60558550,12111710,41032,8206
4,2020,04,5,5,W10,부산광역시,금정구,60241650,12048330,40895,8179
5,2020,04,6,4,W10,부산광역시,금정구,43225550,10806388,29597,7399
6,2020,04,7,4,W10,부산광역시,금정구,47779750,11944938,31229,7807
0,2020,05,1,5,W10,부산광역시,금정구,82706150,16541230,50353,10071
1,2020,05,2,4,W10,부산광역시,금정구,58128000,14532000,37819,9455
2,2020,05,3,4,W10,부산광역시,금정구,53435650,13358913,36365,9091
3,2020,05,4,4,W10,부산광역시,금정구,52274500,13068625,36026,9007
4,2020,05,5,4,W10,부산광역시,금정구,50602550,12650638,34998,8750
5,2020,05,6,5,W10,부산광역시,금정구,61074050,12214810,41830,8366
6,2020,05,7,5,W10,부산광역시,금정구,62162300,12432460,40349,8070
0,2020,06,1,4,W10,부산광역시,금정구,71783700,17945925,44261,11065
1,2020,06,2,5,W10,부산광역시,금정구,74053450,14810690,49474,9895
2,2020,06,3,5,W10,부산광역시,금정구,74815900,14963180,51317,10263
3,2020,06,4,4,W10,부산광역시,금정구,53372650,13343163,38148,9537
4,2020,06,5,4,W10,부산광역시,금정구,49937300,12484325,34827,8707
5,2020,06,6,4,W10,부산광역시,금정구,57791650,14447913,40620,10155
6,2020,06,7,4,W10,부산광역시,금정구,55237400,13809350,36198,9050
0,2020,07,1,4,W10,부산광역시,금정구,68467050,17116763,43613,10903
1,2020,07,2,4,W10,부산광역시,금정구,59479700,14869925,40106,10027
2,2020,07,3,4,W10,부산광역시,금정구,61941250,15485313,43491,10873
3,2020,07,4,5,W10,부산광역시,금정구,69086400,13817280,49872,9974
4,2020,07,5,5,W10,부산광역시,금정구,67078250,13415650,48291,9658
5,2020,07,6,5,W10,부산광역시,금정구,69953150,13990630,50150,10030
6,2020,07,7,4,W10,부산광역시,금정구,59185850,14796463,40172,10043
0,2020,08,1,5,W10,부산광역시,금정구,86318600,17263720,57157,11431
1,2020,08,2,5,W10,부산광역시,금정구,78169050,15633810,55426,11085
2,2020,08,3,4,W10,부산광역시,금정구,60317700,15079425,44169,11042
3,2020,08,4,4,W10,부산광역시,금정구,57908900,14477225,43720,10930
4,2020,08,5,4,W10,부산광역시,금정구,56086050,14021513,42039,10510
5,2020,08,6,4,W10,부산광역시,금정구,54689400,13672350,40607,10152
6,2020,08,7,5,W10,부산광역시,금정구,73762100,14752420,51199,10240
0,2020,09,1,4,W10,부산광역시,금정구,62576450,15644113,44374,11094
1,2020,09,2,4,W10,부산광역시,금정구,54217450,13554363,40490,10123
2,2020,09,3,5,W10,부산광역시,금정구,69099100,13819820,53877,10775
3,2020,09,4,5,W10,부산광역시,금정구,67067200,13413440,52158,10432
4,2020,09,5,4,W10,부산광역시,금정구,49610000,12402500,39496,9874
5,2020,09,6,4,W10,부산광역시,금정구,48484000,12121000,39042,9761
6,2020,09,7,4,W10,부산광역시,금정구,47109600,11777400,36043,9011
0,2020,10,1,4,W10,부산광역시,금정구,63128580,15782145,42596,10649
1,2020,10,2,4,W10,부산광역시,금정구,54806250,13701563,38809,9702
2,2020,10,3,4,W10,부산광역시,금정구,49255840,12313960,37067,9267
3,2020,10,4,4,W10,부산광역시,금정구,46940130,11735033,35869,8967
4,2020,10,5,5,W10,부산광역시,금정구,61615320,12323064,45036,9007
5,2020,10,6,5,W10,부산광역시,금정구,61386130,12277226,44657,8931
6,2020,10,7,5,W10,부산광역시,금정구,60589820,12117964,43064,8613
0,2020,11,1,5,W10,부산광역시,금정구,84201740,16840348,49670,9934
1,2020,11,2,5,W10,부산광역시,금정구,72572850,14514570,46551,9310
2,2020,11,3,4,W10,부산광역시,금정구,51139490,12784873,34829,8707
3,2020,11,4,4,W10,부산광역시,금정구,50838110,12709528,34886,8722
4,2020,11,5,4,W10,부산광역시,금정구,51425480,12856370,34190,8548
5,2020,11,6,4,W10,부산광역시,금정구,53389250,13347313,35554,8889
6,2020,11,7,4,W10,부산광역시,금정구,53696660,13424165,33281,8320
0,2020,12,1,4,W10,부산광역시,금정구,73989230,18497308,39979,9995
1,2020,12,2,4,W10,부산광역시,금정구,61351350,15337838,36045,9011
2,2020,12,3,5,W10,부산광역시,금정구,69406490,13881298,42287,8457
3,2020,12,4,5,W10,부산광역시,금정구,68754230,13750846,42107,8421
4,2020,12,5,5,W10,부산광역시,금정구,71262690,14252538,43644,8729
5,2020,12,6,4,W10,부산광역시,금정구,58087320,14521830,34429,8607
6,2020,12,7,4,W10,부산광역시,금정구,61261260,15315315,34611,8653
0,2021,01,1,5,W10,부산광역시,금정구,80086790,16017358,46502,9300
1,2021,01,2,4,W10,부산광역시,금정구,55564490,13891123,34319,8580
2,2021,01,3,4,W10,부산광역시,금정구,47737240,11934310,31223,7806
3,2021,01,4,4,W10,부산광역시,금정구,50099920,12524980,32674,8169
4,2021,01,5,4,W10,부산광역시,금정구,43291040,10822760,28764,7191
5,2021,01,6,5,W10,부산광역시,금정구,58179670,11635934,37386,7477
6,2021,01,7,5,W10,부산광역시,금정구,63133320,12626664,39048,7810
0,2021,02,1,4,W10,부산광역시,금정구,59274570,14818643,35379,8845
1,2021,02,2,4,W10,부산광역시,금정구,54714670,13678668,33750,8438
2,2021,02,3,4,W10,부산광역시,금정구,47728060,11932015,31001,7750
3,2021,02,4,4,W10,부산광역시,금정구,51210090,12802523,33422,8356
4,2021,02,5,4,W10,부산광역시,금정구,56191520,14047880,35684,8921
5,2021,02,6,4,W10,부산광역시,금정구,48740650,12185163,31239,7810
6,2021,02,7,4,W10,부산광역시,금정구,48022690,12005673,30078,7520
0,2021,03,1,4,W10,부산광역시,금정구,60755640,15188910,38061,9515
1,2021,03,2,5,W10,부산광역시,금정구,60784240,12156848,39848,7970
2,2021,03,3,5,W10,부산광역시,금정구,61530270,12306054,41756,8351
3,2021,03,4,5,W10,부산광역시,금정구,57099100,11419820,40173,8035
4,2021,03,5,4,W10,부산광역시,금정구,44366300,11091575,31049,7762
5,2021,03,6,4,W10,부산광역시,금정구,41382210,10345553,29355,7339
6,2021,03,7,4,W10,부산광역시,금정구,42137900,10534475,27877,6969
0,2021,04,1,4,W10,부산광역시,금정구,59006260,14751565,37941,9485
1,2021,04,2,4,W10,부산광역시,금정구,49251510,12312878,33614,8404
2,2021,04,3,4,W10,부산광역시,금정구,48448020,12112005,33936,8484
3,2021,04,4,4,W10,부산광역시,금정구,46185440,11546360,33487,8372
4,2021,04,5,5,W10,부산광역시,금정구,56230790,11246158,40683,8137
5,2021,04,6,5,W10,부산광역시,금정구,54980360,10996072,40308,8062
6,2021,04,7,4,W10,부산광역시,금정구,43384980,10846245,29585,7396
0,2021,05,1,5,W10,부산광역시,금정구,79346670,15869334,50292,10058
1,2021,05,2,5,W10,부산광역시,금정구,68496090,13699218,46231,9246
2,2021,05,3,4,W10,부산광역시,금정구,46697830,11674458,33526,8382
3,2021,05,4,4,W10,부산광역시,금정구,52635640,13158910,36944,9236
4,2021,05,5,4,W10,부산광역시,금정구,49412120,12353030,34715,8679
5,2021,05,6,4,W10,부산광역시,금정구,49281800,12320450,35113,8778
6,2021,05,7,5,W10,부산광역시,금정구,61475130,12295026,41217,8243
0,2021,06,1,4,W10,부산광역시,금정구,72542700,18135675,45548,11387
1,2021,06,2,4,W10,부산광역시,금정구,61024070,15256018,41574,10394
2,2021,06,3,5,W10,부산광역시,금정구,65438320,13087664,46989,9398
3,2021,06,4,5,W10,부산광역시,금정구,67880630,13576126,49333,9867
4,2021,06,5,4,W10,부산광역시,금정구,50777090,12694273,36796,9199
5,2021,06,6,4,W10,부산광역시,금정구,50525910,12631478,35981,8995
6,2021,06,7,4,W10,부산광역시,금정구,57166460,14291615,37797,9449
0,2021,07,1,4,W10,부산광역시,금정구,76590060,19147515,49319,12330
1,2021,07,2,4,W10,부산광역시,금정구,64947100,16236775,44985,11246
2,2021,07,3,4,W10,부산광역시,금정구,58561830,14640458,42167,10542
3,2021,07,4,4,W10,부산광역시,금정구,57999060,14499765,42350,10588
4,2021,07,5,5,W10,부산광역시,금정구,76415280,15283056,55421,11084
5,2021,07,6,5,W10,부산광역시,금정구,73713980,14742796,53574,10715
6,2021,07,7,5,W10,부산광역시,금정구,75832710,15166542,52065,10413
0,2021,08,1,5,W10,부산광역시,금정구,88479950,17695990,59904,11981
1,2021,08,2,5,W10,부산광역시,금정구,78777650,15755530,56200,11240
2,2021,08,3,5,W10,부산광역시,금정구,72111540,14422308,53923,10785
3,2021,08,4,4,W10,부산광역시,금정구,57057900,14264475,43050,10763
4,2021,08,5,4,W10,부산광역시,금정구,59556030,14889008,44323,11081
5,2021,08,6,4,W10,부산광역시,금정구,56618780,14154695,42981,10745
6,2021,08,7,4,W10,부산광역시,금정구,55511890,13877973,39095,9774
0,2021,09,1,4,W10,부산광역시,금정구,70254730,17563683,48665,12166
1,2021,09,2,4,W10,부산광역시,금정구,62840250,15710063,45492,11373
2,2021,09,3,4,W10,부산광역시,금정구,54111220,13527805,39556,9889
3,2021,09,4,5,W10,부산광역시,금정구,64543230,12908646,48494,9699
4,2021,09,5,5,W10,부산광역시,금정구,72035040,14407008,53988,10798
5,2021,09,6,4,W10,부산광역시,금정구,51269870,12817468,39358,9840
6,2021,09,7,4,W10,부산광역시,금정구,57086630,14271658,41557,10389
0,2021,10,1,5,W10,부산광역시,금정구,76371960,15274392,52961,10592
1,2021,10,2,4,W10,부산광역시,금정구,56241390,14060348,40407,10102
2,2021,10,3,4,W10,부산광역시,금정구,52603820,13150955,39553,9888
3,2021,10,4,4,W10,부산광역시,금정구,49268600,12317150,38450,9613
4,2021,10,5,4,W10,부산광역시,금정구,49164370,12291093,37831,9458
5,2021,10,6,5,W10,부산광역시,금정구,61384140,12276828,47425,9485
6,2021,10,7,5,W10,부산광역시,금정구,61662310,12332462,44841,8968
0,2021,11,1,4,W10,부산광역시,금정구,66292070,16573018,39897,9974
1,2021,11,2,5,W10,부산광역시,금정구,70495430,14099086,46485,9297
2,2021,11,3,5,W10,부산광역시,금정구,64169950,12833990,43484,8697
3,2021,11,4,4,W10,부산광역시,금정구,51165180,12791295,35701,8925
4,2021,11,5,4,W10,부산광역시,금정구,51328220,12832055,35573,8893
5,2021,11,6,4,W10,부산광역시,금정구,51052710,12763178,35196,8799
6,2021,11,7,4,W10,부산광역시,금정구,52256840,13064210,33601,8400
0,2021,12,1,4,W10,부산광역시,금정구,69385950,17346488,38790,9698
1,2021,12,2,4,W10,부산광역시,금정구,58309360,14577340,35509,8877
2,2021,12,3,4,W10,부산광역시,금정구,53862770,13465693,33874,8469
3,2021,12,4,5,W10,부산광역시,금정구,66798030,13359606,42675,8535
4,2021,12,5,5,W10,부산광역시,금정구,65109640,13021928,41497,8299
5,2021,12,6,5,W10,부산광역시,금정구,67213630,13442726,42184,8437
6,2021,12,7,4,W10,부산광역시,금정구,54930770,13732693,31613,7903
0,2018,01,1,4,W11,부산광역시,강서구,50927250,12731813,25849,6462
1,2018,01,2,5,W11,부산광역시,강서구,59340800,11868160,30930,6186
2,2018,01,3,5,W11,부산광역시,강서구,47611915,9522383,25984,5197
3,2018,01,4,5,W11,부산광역시,강서구,51212300,10242460,28079,5616
4,2018,01,5,4,W11,부산광역시,강서구,40993650,10248413,22192,5548
5,2018,01,6,4,W11,부산광역시,강서구,36837050,9209263,20490,5123
6,2018,01,7,4,W11,부산광역시,강서구,38992500,9748125,20574,5144
0,2018,02,1,4,W11,부산광역시,강서구,50172450,12543113,25149,6287
1,2018,02,2,4,W11,부산광역시,강서구,46788700,11697175,24455,6114
2,2018,02,3,4,W11,부산광역시,강서구,40201250,10050313,21768,5442
3,2018,02,4,4,W11,부산광역시,강서구,42171850,10542963,23001,5750
4,2018,02,5,4,W11,부산광역시,강서구,46976300,11744075,25090,6273
5,2018,02,6,4,W11,부산광역시,강서구,36259300,9064825,19718,4930
6,2018,02,7,4,W11,부산광역시,강서구,38814150,9703538,19934,4984
0,2018,03,1,4,W11,부산광역시,강서구,48772150,12193038,26084,6521
1,2018,03,2,4,W11,부산광역시,강서구,41812350,10453088,23375,5844
2,2018,03,3,4,W11,부산광역시,강서구,40395600,10098900,23397,5849
3,2018,03,4,4,W11,부산광역시,강서구,37746250,9436563,22204,5551
4,2018,03,5,5,W11,부산광역시,강서구,49435700,9887140,28105,5621
5,2018,03,6,5,W11,부산광역시,강서구,47710500,9542100,28144,5629
6,2018,03,7,5,W11,부산광역시,강서구,47509100,9501820,26737,5347
0,2018,04,1,5,W11,부산광역시,강서구,60538300,12107660,34179,6836
1,2018,04,2,5,W11,부산광역시,강서구,53338550,10667710,30939,6188
2,2018,04,3,4,W11,부산광역시,강서구,39758650,9939663,24047,6012
3,2018,04,4,4,W11,부산광역시,강서구,37639850,9409963,23387,5847
4,2018,04,5,4,W11,부산광역시,강서구,39206050,9801513,24125,6031
5,2018,04,6,4,W11,부산광역시,강서구,35718000,8929500,22366,5592
6,2018,04,7,4,W11,부산광역시,강서구,34415550,8603888,20394,5099
0,2018,05,1,4,W11,부산광역시,강서구,47584350,11896088,26906,6727
1,2018,05,2,4,W11,부산광역시,강서구,49131450,12282863,28870,7218
2,2018,05,3,5,W11,부산광역시,강서구,55068300,11013660,33290,6658
3,2018,05,4,5,W11,부산광역시,강서구,50603250,10120650,31461,6292
4,2018,05,5,5,W11,부산광역시,강서구,54108350,10821670,33685,6737
5,2018,05,6,4,W11,부산광역시,강서구,41598600,10399650,26051,6513
6,2018,05,7,4,W11,부산광역시,강서구,39804850,9951213,24148,6037
0,2018,06,1,4,W11,부산광역시,강서구,56713950,14178488,32471,8118
1,2018,06,2,4,W11,부산광역시,강서구,53425050,13356263,32245,8061
2,2018,06,3,4,W11,부산광역시,강서구,42688700,10672175,27180,6795
3,2018,06,4,4,W11,부산광역시,강서구,50619900,12654975,31748,7937
4,2018,06,5,4,W11,부산광역시,강서구,46950550,11737638,29167,7292
5,2018,06,6,5,W11,부산광역시,강서구,55909350,11181870,35956,7191
6,2018,06,7,5,W11,부산광역시,강서구,55010650,11002130,33072,6614
0,2018,07,1,5,W11,부산광역시,강서구,79023150,15804630,45629,9126
1,2018,07,2,5,W11,부산광역시,강서구,70894700,14178940,43291,8658
2,2018,07,3,5,W11,부산광역시,강서구,60295900,12059180,37620,7524
3,2018,07,4,4,W11,부산광역시,강서구,55255700,13813925,35371,8843
4,2018,07,5,4,W11,부산광역시,강서구,50751050,12687763,32730,8183
5,2018,07,6,4,W11,부산광역시,강서구,47676750,11919188,31092,7773
6,2018,07,7,4,W11,부산광역시,강서구,50679400,12669850,30993,7748
0,2018,08,1,4,W11,부산광역시,강서구,51785950,12946488,33365,8341
1,2018,08,2,4,W11,부산광역시,강서구,48278000,12069500,32359,8090
2,2018,08,3,4,W11,부산광역시,강서구,44482450,11120613,31142,7786
3,2018,08,4,5,W11,부산광역시,강서구,56512100,11302420,39222,7844
4,2018,08,5,5,W11,부산광역시,강서구,55610800,11122160,38634,7727
5,2018,08,6,5,W11,부산광역시,강서구,51968050,10393610,36687,7337
6,2018,08,7,4,W11,부산광역시,강서구,42667300,10666825,28208,7052
0,2018,09,1,5,W11,부산광역시,강서구,69306850,13861370,44738,8948
1,2018,09,2,4,W11,부산광역시,강서구,45387200,11346800,30415,7604
2,2018,09,3,4,W11,부산광역시,강서구,41253150,10313288,28669,7167
3,2018,09,4,4,W11,부산광역시,강서구,44310650,11077663,31038,7760
4,2018,09,5,4,W11,부산광역시,강서구,41184300,10296075,29483,7371
5,2018,09,6,4,W11,부산광역시,강서구,41016650,10254163,28577,7144
6,2018,09,7,5,W11,부산광역시,강서구,55415450,11083090,37205,7441
0,2018,10,1,4,W11,부산광역시,강서구,50845800,12711450,32246,8062
1,2018,10,2,5,W11,부산광역시,강서구,58077650,11615530,37892,7578
2,2018,10,3,5,W11,부산광역시,강서구,51359350,10271870,34899,6980
3,2018,10,4,5,W11,부산광역시,강서구,52997900,10599580,36136,7227
4,2018,10,5,4,W11,부산광역시,강서구,40965300,10241325,28523,7131
5,2018,10,6,4,W11,부산광역시,강서구,36286450,9071613,25271,6318
6,2018,10,7,4,W11,부산광역시,강서구,38485950,9621488,25092,6273
0,2018,11,1,4,W11,부산광역시,강서구,53785000,13446250,30556,7639
1,2018,11,2,4,W11,부산광역시,강서구,50720950,12680238,29755,7439
2,2018,11,3,4,W11,부산광역시,강서구,44683450,11170863,27142,6786
3,2018,11,4,4,W11,부산광역시,강서구,44082750,11020688,26936,6734
4,2018,11,5,5,W11,부산광역시,강서구,51806200,10361240,31935,6387
5,2018,11,6,5,W11,부산광역시,강서구,55925200,11185040,33877,6775
6,2018,11,7,4,W11,부산광역시,강서구,42607150,10651788,25095,6274
0,2018,12,1,5,W11,부산광역시,강서구,72476650,14495330,36207,7241
1,2018,12,2,5,W11,부산광역시,강서구,65584700,13116940,34569,6914
2,2018,12,3,4,W11,부산광역시,강서구,46183500,11545875,25279,6320
3,2018,12,4,4,W11,부산광역시,강서구,47439200,11859800,26402,6601
4,2018,12,5,4,W11,부산광역시,강서구,44509050,11127263,24940,6235
5,2018,12,6,4,W11,부산광역시,강서구,42199150,10549788,23304,5826
6,2018,12,7,5,W11,부산광역시,강서구,57894800,11578960,29975,5995
0,2019,01,1,4,W11,부산광역시,강서구,53681400,13420350,29041,7260
1,2019,01,2,4,W11,부산광역시,강서구,48256700,12064175,27115,6779
2,2019,01,3,5,W11,부산광역시,강서구,54154450,10830890,30928,6186
3,2019,01,4,5,W11,부산광역시,강서구,53419100,10683820,31046,6209
4,2019,01,5,5,W11,부산광역시,강서구,52693800,10538760,30471,6094
5,2019,01,6,4,W11,부산광역시,강서구,40100200,10025050,23462,5866
6,2019,01,7,4,W11,부산광역시,강서구,39918650,9979663,22432,5608
0,2019,02,1,4,W11,부산광역시,강서구,57548650,14387163,30777,7694
1,2019,02,2,4,W11,부산광역시,강서구,53238800,13309700,28881,7220
2,2019,02,3,4,W11,부산광역시,강서구,41545650,10386413,23257,5814
3,2019,02,4,4,W11,부산광역시,강서구,44396800,11099200,25396,6349
4,2019,02,5,4,W11,부산광역시,강서구,43852950,10963238,25418,6355
