,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
0,2019,06,01,7,W01,서울특별시,종로구,3487600,3.1,2400,3.02
1,2019,06,02,1,W01,서울특별시,종로구,4189150,3.72,2770,3.49
2,2019,06,03,2,W01,서울특별시,종로구,3963100,3.52,2666,3.36
3,2019,06,04,3,W01,서울특별시,종로구,3528400,3.13,2597,3.27
4,2019,06,05,4,W01,서울특별시,종로구,3468550,3.08,2558,3.22
5,2019,06,06,5,W01,서울특별시,종로구,3310150,2.94,2270,2.86
6,2019,06,07,6,W01,서울특별시,종로구,3773700,3.35,2599,3.27
7,2019,06,08,7,W01,서울특별시,종로구,3841450,3.41,2554,3.22
8,2019,06,09,1,W01,서울특별시,종로구,4130000,3.67,2759,3.48
9,2019,06,10,2,W01,서울특별시,종로구,3849350,3.42,2650,3.34
10,2019,06,11,3,W01,서울특별시,종로구,3770950,3.35,2679,3.37
11,2019,06,12,4,W01,서울특별시,종로구,3469350,3.08,2568,3.23
12,2019,06,13,5,W01,서울특별시,종로구,3327750,2.96,2513,3.17
13,2019,06,14,6,W01,서울특별시,종로구,3385200,3.01,2526,3.18
14,2019,06,15,7,W01,서울특별시,종로구,3677650,3.27,2491,3.14
15,2019,06,16,1,W01,서울특별시,종로구,4450250,3.95,2947,3.71
16,2019,06,17,2,W01,서울특별시,종로구,4302300,3.82,2913,3.67
17,2019,06,18,3,W01,서울특별시,종로구,3117950,2.77,2318,2.92
18,2019,06,19,4,W01,서울특별시,종로구,3819000,3.39,2693,3.39
19,2019,06,20,5,W01,서울특별시,종로구,3486000,3.1,2599,3.27
20,2019,06,21,6,W01,서울특별시,종로구,3359100,2.98,2537,3.2
21,2019,06,22,7,W01,서울특별시,종로구,3657050,3.25,2551,3.21
22,2019,06,23,1,W01,서울특별시,종로구,4554150,4.05,3033,3.82
23,2019,06,24,2,W01,서울특별시,종로구,3873400,3.44,2737,3.45
24,2019,06,25,3,W01,서울특별시,종로구,3717250,3.3,2727,3.43
25,2019,06,26,4,W01,서울특별시,종로구,3707900,3.29,2762,3.48
26,2019,06,27,5,W01,서울특별시,종로구,3553150,3.16,2617,3.3
27,2019,06,28,6,W01,서울특별시,종로구,3555050,3.16,2687,3.38
28,2019,06,29,7,W01,서울특별시,종로구,3784400,3.36,2652,3.34
29,2019,06,30,1,W01,서울특별시,종로구,4477650,3.98,3020,3.8
0,2019,06,01,7,W02,서울특별시,중구,6451600,3.09,4833,2.97
1,2019,06,02,1,W02,서울특별시,중구,8793650,4.21,6346,3.91
2,2019,06,03,2,W02,서울특별시,중구,7093350,3.4,5507,3.39
3,2019,06,04,3,W02,서울특별시,중구,6287400,3.01,4958,3.05
4,2019,06,05,4,W02,서울특별시,중구,6044750,2.9,4926,3.03
5,2019,06,06,5,W02,서울특별시,중구,6555300,3.14,4855,2.99
6,2019,06,07,6,W02,서울특별시,중구,6690450,3.21,5044,3.1
7,2019,06,08,7,W02,서울특별시,중구,7090700,3.4,5240,3.23
8,2019,06,09,1,W02,서울특별시,중구,8674850,4.16,6366,3.92
9,2019,06,10,2,W02,서울특별시,중구,6923300,3.32,5255,3.23
10,2019,06,11,3,W02,서울특별시,중구,6162200,2.95,5042,3.1
11,2019,06,12,4,W02,서울특별시,중구,6060100,2.9,5018,3.09
12,2019,06,13,5,W02,서울특별시,중구,6147450,2.95,5114,3.15
13,2019,06,14,6,W02,서울특별시,중구,6169900,2.96,4996,3.08
14,2019,06,15,7,W02,서울특별시,중구,6851150,3.28,5084,3.13
15,2019,06,16,1,W02,서울특별시,중구,9218050,4.42,6647,4.09
16,2019,06,17,2,W02,서울특별시,중구,7232150,3.46,5729,3.53
17,2019,06,18,3,W02,서울특별시,중구,5640350,2.7,4604,2.83
18,2019,06,19,4,W02,서울특별시,중구,6419400,3.08,5379,3.31
19,2019,06,20,5,W02,서울특별시,중구,6385750,3.06,5232,3.22
20,2019,06,21,6,W02,서울특별시,중구,6223250,2.98,5186,3.19
21,2019,06,22,7,W02,서울특별시,중구,6905700,3.31,5274,3.25
22,2019,06,23,1,W02,서울특별시,중구,9176200,4.4,6677,4.11
23,2019,06,24,2,W02,서울특별시,중구,6831400,3.27,5342,3.29
24,2019,06,25,3,W02,서울특별시,중구,6621450,3.17,5358,3.3
25,2019,06,26,4,W02,서울특별시,중구,6588850,3.16,5499,3.38
26,2019,06,27,5,W02,서울특별시,중구,6596000,3.16,5344,3.29
27,2019,06,28,6,W02,서울특별시,중구,6376250,3.05,5286,3.25
28,2019,06,29,7,W02,서울특별시,중구,7077600,3.39,5399,3.32
29,2019,06,30,1,W02,서울특별시,중구,9433300,4.52,6915,4.26
0,2019,06,01,7,W03,서울특별시,용산구,155700,2.65,144,2.94
1,2019,06,02,1,W03,서울특별시,용산구,277100,4.71,204,4.16
2,2019,06,03,2,W03,서울특별시,용산구,190000,3.23,161,3.29
3,2019,06,04,3,W03,서울특별시,용산구,194200,3.3,166,3.39
4,2019,06,05,4,W03,서울특별시,용산구,152400,2.59,141,2.88
5,2019,06,06,5,W03,서울특별시,용산구,156200,2.65,136,2.77
6,2019,06,07,6,W03,서울특별시,용산구,188850,3.21,173,3.53
7,2019,06,08,7,W03,서울특별시,용산구,193600,3.29,166,3.39
8,2019,06,09,1,W03,서울특별시,용산구,213500,3.63,177,3.61
9,2019,06,10,2,W03,서울특별시,용산구,201600,3.43,151,3.08
10,2019,06,11,3,W03,서울특별시,용산구,206350,3.51,183,3.73
11,2019,06,12,4,W03,서울특별시,용산구,181450,3.08,146,2.98
12,2019,06,13,5,W03,서울특별시,용산구,193400,3.29,156,3.18
13,2019,06,14,6,W03,서울특별시,용산구,164950,2.8,136,2.77
14,2019,06,15,7,W03,서울특별시,용산구,152000,2.58,140,2.86
15,2019,06,16,1,W03,서울특별시,용산구,257350,4.37,196,4.0
16,2019,06,17,2,W03,서울특별시,용산구,234750,3.99,176,3.59
17,2019,06,18,3,W03,서울특별시,용산구,190350,3.24,175,3.57
18,2019,06,19,4,W03,서울특별시,용산구,164950,2.8,153,3.12
19,2019,06,20,5,W03,서울특별시,용산구,220600,3.75,169,3.45
20,2019,06,21,6,W03,서울특별시,용산구,144900,2.46,143,2.92
21,2019,06,22,7,W03,서울특별시,용산구,214400,3.64,167,3.41
22,2019,06,23,1,W03,서울특별시,용산구,266850,4.54,190,3.88
23,2019,06,24,2,W03,서울특별시,용산구,188950,3.21,164,3.35
24,2019,06,25,3,W03,서울특별시,용산구,206800,3.51,184,3.75
25,2019,06,26,4,W03,서울특별시,용산구,150900,2.56,142,2.9
26,2019,06,27,5,W03,서울특별시,용산구,141000,2.4,145,2.96
27,2019,06,28,6,W03,서울특별시,용산구,201300,3.42,153,3.12
28,2019,06,29,7,W03,서울특별시,용산구,229800,3.91,175,3.57
29,2019,06,30,1,W03,서울특별시,용산구,249750,4.24,189,3.86
0,2019,06,01,7,W04,서울특별시,성동구,13363200,2.94,9655,2.89
1,2019,06,02,1,W04,서울특별시,성동구,18951300,4.17,12786,3.83
2,2019,06,03,2,W04,서울특별시,성동구,16355550,3.6,11594,3.47
3,2019,06,04,3,W04,서울특별시,성동구,13469300,2.97,10244,3.07
4,2019,06,05,4,W04,서울특별시,성동구,13236950,2.91,10308,3.09
5,2019,06,06,5,W04,서울특별시,성동구,14365450,3.16,10188,3.05
6,2019,06,07,6,W04,서울특별시,성동구,14785950,3.26,10535,3.16
7,2019,06,08,7,W04,서울특별시,성동구,15330400,3.38,10482,3.14
8,2019,06,09,1,W04,서울특별시,성동구,18996050,4.18,13020,3.9
9,2019,06,10,2,W04,서울특별시,성동구,15251850,3.36,11048,3.31
10,2019,06,11,3,W04,서울특별시,성동구,13778900,3.03,10314,3.09
11,2019,06,12,4,W04,서울특별시,성동구,13901450,3.06,10781,3.23
12,2019,06,13,5,W04,서울특별시,성동구,14108600,3.11,10848,3.25
13,2019,06,14,6,W04,서울특별시,성동구,13215400,2.91,10317,3.09
14,2019,06,15,7,W04,서울특별시,성동구,14102450,3.11,10087,3.02
15,2019,06,16,1,W04,서울특별시,성동구,19431200,4.28,13263,3.97
16,2019,06,17,2,W04,서울특별시,성동구,16651500,3.67,12061,3.61
17,2019,06,18,3,W04,서울특별시,성동구,12096550,2.66,9380,2.81
18,2019,06,19,4,W04,서울특별시,성동구,14130800,3.11,11101,3.32
19,2019,06,20,5,W04,서울특별시,성동구,14490900,3.19,11083,3.32
20,2019,06,21,6,W04,서울특별시,성동구,13552550,2.98,10587,3.17
21,2019,06,22,7,W04,서울특별시,성동구,14504000,3.19,10486,3.14
22,2019,06,23,1,W04,서울특별시,성동구,19392200,4.27,13266,3.97
23,2019,06,24,2,W04,서울특별시,성동구,15441650,3.4,11375,3.41
24,2019,06,25,3,W04,서울특별시,성동구,13938650,3.07,10940,3.28
