,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
0,2022,10,01,7,W01,서울특별시,종로구,3374700,3.07,2928,3.3
1,2022,10,02,1,W01,서울특별시,종로구,3316450,3.02,2650,2.99
2,2022,10,03,2,W01,서울특별시,종로구,3876750,3.53,2977,3.35
3,2022,10,04,3,W01,서울특별시,종로구,4558000,4.15,3596,4.05
4,2022,10,05,4,W01,서울특별시,종로구,3298850,3.0,2842,3.2
5,2022,10,06,5,W01,서울특별시,종로구,3244650,2.95,2698,3.04
6,2022,10,07,6,W01,서울특별시,종로구,3209150,2.92,2741,3.09
7,2022,10,08,7,W01,서울특별시,종로구,3333450,3.03,2770,3.12
8,2022,10,09,1,W01,서울특별시,종로구,2909500,2.65,2293,2.58
9,2022,10,10,2,W01,서울특별시,종로구,4435200,4.04,3498,3.94
10,2022,10,11,3,W01,서울특별시,종로구,3924600,3.57,3071,3.46
11,2022,10,12,4,W01,서울특별시,종로구,3261690,2.97,2616,2.95
12,2022,10,13,5,W01,서울특별시,종로구,3180150,2.89,2725,3.07
13,2022,10,14,6,W01,서울특별시,종로구,3224600,2.93,2752,3.1
14,2022,10,15,7,W01,서울특별시,종로구,3450900,3.14,2707,3.05
15,2022,10,16,1,W01,서울특별시,종로구,4029600,3.67,3175,3.58
16,2022,10,17,2,W01,서울특별시,종로구,3679300,3.35,2933,3.3
17,2022,10,18,3,W01,서울특별시,종로구,3522850,3.21,2901,3.27
18,2022,10,19,4,W01,서울특별시,종로구,3186350,2.9,2721,3.07
19,2022,10,20,5,W01,서울특별시,종로구,3268900,2.97,2725,3.07
20,2022,10,21,6,W01,서울특별시,종로구,3295700,3.0,2782,3.13
21,2022,10,22,7,W01,서울특별시,종로구,3240350,2.95,2605,2.93
22,2022,10,23,1,W01,서울특별시,종로구,4136700,3.76,3147,3.54
23,2022,10,24,2,W01,서울특별시,종로구,4140950,3.77,3117,3.51
24,2022,10,25,3,W01,서울특별시,종로구,3452050,3.14,2845,3.2
25,2022,10,26,4,W01,서울특별시,종로구,3240450,2.95,2652,2.99
26,2022,10,27,5,W01,서울특별시,종로구,3399310,3.09,2759,3.11
27,2022,10,28,6,W01,서울특별시,종로구,3356300,3.05,2766,3.12
28,2022,10,29,7,W01,서울특별시,종로구,3344700,3.04,2653,2.99
29,2022,10,30,1,W01,서울특별시,종로구,3974450,3.62,3003,3.38
30,2022,10,31,2,W01,서울특별시,종로구,4021400,3.66,3127,3.52
0,2022,10,01,7,W02,서울특별시,중구,5608500,3.23,5017,3.26
1,2022,10,02,1,W02,서울특별시,중구,5536300,3.19,4818,3.13
2,2022,10,03,2,W02,서울특별시,중구,6306950,3.63,5153,3.35
3,2022,10,04,3,W02,서울특별시,중구,6182300,3.56,5614,3.65
4,2022,10,05,4,W02,서울특별시,중구,5370400,3.09,5089,3.31
5,2022,10,06,5,W02,서울특별시,중구,5146750,2.96,4902,3.19
6,2022,10,07,6,W02,서울특별시,중구,4695650,2.7,4526,2.94
7,2022,10,08,7,W02,서울특별시,중구,5722200,3.29,4898,3.18
8,2022,10,09,1,W02,서울특별시,중구,4971200,2.86,4234,2.75
9,2022,10,10,2,W02,서울특별시,중구,7114400,4.09,5984,3.89
10,2022,10,11,3,W02,서울특별시,중구,5401750,3.11,4745,3.09
11,2022,10,12,4,W02,서울특별시,중구,5108400,2.94,4718,3.07
12,2022,10,13,5,W02,서울특별시,중구,5407550,3.11,5022,3.27
13,2022,10,14,6,W02,서울특별시,중구,4824350,2.78,4542,2.95
14,2022,10,15,7,W02,서울특별시,중구,5361150,3.08,4837,3.14
15,2022,10,16,1,W02,서울특별시,중구,7011000,4.03,5876,3.82
16,2022,10,17,2,W02,서울특별시,중구,5617000,3.23,5039,3.28
17,2022,10,18,3,W02,서울특별시,중구,5182350,2.98,4695,3.05
18,2022,10,19,4,W02,서울특별시,중구,5225850,3.01,4762,3.1
19,2022,10,20,5,W02,서울특별시,중구,5288250,3.04,4833,3.14
20,2022,10,21,6,W02,서울특별시,중구,4913850,2.83,4550,2.96
21,2022,10,22,7,W02,서울특별시,중구,5216750,3.0,4618,3.0
22,2022,10,23,1,W02,서울특별시,중구,6982100,4.02,5762,3.75
23,2022,10,24,2,W02,서울특별시,중구,5774250,3.32,4948,3.22
24,2022,10,25,3,W02,서울특별시,중구,5186600,2.98,4597,2.99
25,2022,10,26,4,W02,서울특별시,중구,5397850,3.11,4772,3.1
26,2022,10,27,5,W02,서울특별시,중구,5383100,3.1,4879,3.17
27,2022,10,28,6,W02,서울특별시,중구,4883100,2.81,4586,2.98
28,2022,10,29,7,W02,서울특별시,중구,5549750,3.19,4620,3.0
29,2022,10,30,1,W02,서울특별시,중구,7000800,4.03,5750,3.74
30,2022,10,31,2,W02,서울특별시,중구,6422150,3.7,5414,3.52
0,2022,10,01,7,W03,서울특별시,용산구,1504700,3.03,1266,3.29
1,2022,10,02,1,W03,서울특별시,용산구,1426450,2.87,1136,2.95
2,2022,10,03,2,W03,서울특별시,용산구,1603100,3.23,1282,3.33
3,2022,10,04,3,W03,서울특별시,용산구,2056550,4.14,1534,3.98
4,2022,10,05,4,W03,서울특별시,용산구,1551050,3.12,1231,3.2
5,2022,10,06,5,W03,서울특별시,용산구,1581750,3.18,1303,3.38
6,2022,10,07,6,W03,서울특별시,용산구,1494700,3.01,1222,3.17
7,2022,10,08,7,W03,서울특별시,용산구,1496800,3.01,1236,3.21
8,2022,10,09,1,W03,서울특별시,용산구,1472200,2.96,1107,2.87
9,2022,10,10,2,W03,서울특별시,용산구,1842100,3.71,1461,3.79
10,2022,10,11,3,W03,서울특별시,용산구,1853550,3.73,1321,3.43
11,2022,10,12,4,W03,서울특별시,용산구,1466750,2.95,1156,3.0
12,2022,10,13,5,W03,서울특별시,용산구,1629650,3.28,1275,3.31
13,2022,10,14,6,W03,서울특별시,용산구,1480350,2.98,1202,3.12
14,2022,10,15,7,W03,서울특별시,용산구,1455450,2.93,1157,3.0
15,2022,10,16,1,W03,서울특별시,용산구,1636050,3.29,1316,3.42
16,2022,10,17,2,W03,서울특별시,용산구,1670550,3.36,1244,3.23
17,2022,10,18,3,W03,서울특별시,용산구,1543050,3.11,1201,3.12
18,2022,10,19,4,W03,서울특별시,용산구,1412600,2.84,1145,2.97
19,2022,10,20,5,W03,서울특별시,용산구,1490000,3.0,1232,3.2
20,2022,10,21,6,W03,서울특별시,용산구,1616400,3.25,1182,3.07
21,2022,10,22,7,W03,서울특별시,용산구,1559300,3.14,1157,3.0
22,2022,10,23,1,W03,서울특별시,용산구,1832550,3.69,1297,3.37
23,2022,10,24,2,W03,서울특별시,용산구,1820950,3.67,1350,3.51
24,2022,10,25,3,W03,서울특별시,용산구,1530700,3.08,1155,3.0
25,2022,10,26,4,W03,서울특별시,용산구,1484350,2.99,1161,3.01
26,2022,10,27,5,W03,서울특별시,용산구,1643200,3.31,1233,3.2
27,2022,10,28,6,W03,서울특별시,용산구,1385550,2.79,1136,2.95
28,2022,10,29,7,W03,서울특별시,용산구,1473150,2.97,1134,2.94
29,2022,10,30,1,W03,서울특별시,용산구,1770450,3.56,1333,3.46
30,2022,10,31,2,W03,서울특별시,용산구,1893750,3.81,1349,3.5
0,2022,10,01,7,W04,서울특별시,성동구,13912800,3.01,11773,3.14
1,2022,10,02,1,W04,서울특별시,성동구,14140900,3.06,11618,3.1
