,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
0,2020,03,01,1,W01,서울특별시,종로구,4040050,3.67,2668,3.5
1,2020,03,02,2,W01,서울특별시,종로구,3994050,3.63,2714,3.56
2,2020,03,03,3,W01,서울특별시,종로구,3611500,3.28,2437,3.19
3,2020,03,04,4,W01,서울특별시,종로구,3010150,2.74,2175,2.85
4,2020,03,05,5,W01,서울특별시,종로구,3282600,2.98,2363,3.1
5,2020,03,06,6,W01,서울특별시,종로구,3296500,3.0,2268,2.97
6,2020,03,07,7,W01,서울특별시,종로구,3473300,3.16,2359,3.09
7,2020,03,08,1,W01,서울특별시,종로구,4042700,3.68,2741,3.59
8,2020,03,09,2,W01,서울특별시,종로구,4210950,3.83,2685,3.52
9,2020,03,10,3,W01,서울특별시,종로구,3274400,2.98,2273,2.98
10,2020,03,11,4,W01,서울특별시,종로구,3440700,3.13,2463,3.23
11,2020,03,12,5,W01,서울특별시,종로구,3363500,3.06,2321,3.04
12,2020,03,13,6,W01,서울특별시,종로구,3277050,2.98,2330,3.05
13,2020,03,14,7,W01,서울특별시,종로구,3314100,3.01,2289,3.0
14,2020,03,15,1,W01,서울특별시,종로구,2857050,2.6,1954,2.56
15,2020,03,16,2,W01,서울특별시,종로구,4112050,3.74,2717,3.56
16,2020,03,17,3,W01,서울특별시,종로구,3515450,3.2,2402,3.15
17,2020,03,18,4,W01,서울특별시,종로구,3301450,3.0,2455,3.22
18,2020,03,19,5,W01,서울특별시,종로구,3080450,2.8,2218,2.91
19,2020,03,20,6,W01,서울특별시,종로구,3402900,3.09,2477,3.25
20,2020,03,21,7,W01,서울특별시,종로구,3425050,3.11,2431,3.19
21,2020,03,22,1,W01,서울특별시,종로구,4000600,3.64,2670,3.5
22,2020,03,23,2,W01,서울특별시,종로구,4084150,3.71,2717,3.56
23,2020,03,24,3,W01,서울특별시,종로구,3657400,3.33,2516,3.3
24,2020,03,25,4,W01,서울특별시,종로구,3302500,3.0,2453,3.22
25,2020,03,26,5,W01,서울특별시,종로구,3320950,3.02,2413,3.16
