,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
0,2022,08,01,2,W01,서울특별시,종로구,4905350,3.95,3634,3.66
1,2022,08,02,3,W01,서울특별시,종로구,4050650,3.26,3087,3.11
2,2022,08,03,4,W01,서울특별시,종로구,4190600,3.37,3301,3.33
3,2022,08,04,5,W01,서울특별시,종로구,3997850,3.22,3192,3.22
4,2022,08,05,6,W01,서울특별시,종로구,4091400,3.29,3330,3.35
5,2022,08,06,7,W01,서울특별시,종로구,4123250,3.32,3130,3.15
6,2022,08,07,1,W01,서울특별시,종로구,4815350,3.88,3573,3.6
7,2022,08,08,2,W01,서울특별시,종로구,3646550,2.94,2712,2.73
8,2022,08,09,3,W01,서울특별시,종로구,3850500,3.1,2994,3.02
9,2022,08,10,4,W01,서울특별시,종로구,4569050,3.68,3679,3.71
10,2022,08,11,5,W01,서울특별시,종로구,4023450,3.24,3192,3.22
11,2022,08,12,6,W01,서울특별시,종로구,4076150,3.28,3276,3.3
12,2022,08,13,7,W01,서울특별시,종로구,3857000,3.1,3074,3.1
13,2022,08,14,1,W01,서울특별시,종로구,3885450,3.13,3023,3.05
14,2022,08,15,2,W01,서울특별시,종로구,4723200,3.8,3625,3.65
15,2022,08,16,3,W01,서울특별시,종로구,4428100,3.56,3508,3.53
16,2022,08,17,4,W01,서울특별시,종로구,3732650,3.0,3119,3.14
17,2022,08,18,5,W01,서울특별시,종로구,3606550,2.9,3028,3.05
18,2022,08,19,6,W01,서울특별시,종로구,3475000,2.8,2765,2.79
19,2022,08,20,7,W01,서울특별시,종로구,3945100,3.18,3204,3.23
20,2022,08,21,1,W01,서울특별시,종로구,4528340,3.65,3497,3.52
21,2022,08,22,2,W01,서울특별시,종로구,4100550,3.3,3370,3.39
22,2022,08,23,3,W01,서울특별시,종로구,3768650,3.03,3219,3.24
23,2022,08,24,4,W01,서울특별시,종로구,3614450,2.91,3119,3.14
24,2022,08,25,5,W01,서울특별시,종로구,3544550,2.85,2943,2.96
25,2022,08,26,6,W01,서울특별시,종로구,3584600,2.89,3143,3.17
26,2022,08,27,7,W01,서울특별시,종로구,3608200,2.9,2942,2.96
27,2022,08,28,1,W01,서울특별시,종로구,4484600,3.61,3426,3.45
28,2022,08,29,2,W01,서울특별시,종로구,3889300,3.13,3143,3.17
29,2022,08,30,3,W01,서울특별시,종로구,3311800,2.67,2741,2.76
30,2022,08,31,4,W01,서울특별시,종로구,3802850,3.06,3280,3.3
0,2022,08,01,2,W02,서울특별시,중구,7449000,3.88,6273,3.68
