,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
0,2022,01,01,7,W01,서울특별시,종로구,3486500,2.88,2341,2.8
1,2022,01,02,1,W01,서울특별시,종로구,4132950,3.42,2821,3.38
2,2022,01,03,2,W01,서울특별시,종로구,4359400,3.6,2930,3.51
3,2022,01,04,3,W01,서울특별시,종로구,3998850,3.3,2729,3.27
4,2022,01,05,4,W01,서울특별시,종로구,3438450,2.84,2480,2.97
5,2022,01,06,5,W01,서울특별시,종로구,3670150,3.03,2599,3.11
6,2022,01,07,6,W01,서울특별시,종로구,3412600,2.82,2540,3.04
7,2022,01,08,7,W01,서울특별시,종로구,3579950,2.96,2569,3.08
8,2022,01,09,1,W01,서울특별시,종로구,3988910,3.3,2719,3.26
9,2022,01,10,2,W01,서울특별시,종로구,4432550,3.66,3002,3.6
10,2022,01,11,3,W01,서울특별시,종로구,3520850,2.91,2471,2.96
11,2022,01,12,4,W01,서울특별시,종로구,3517800,2.91,2539,3.04
12,2022,01,13,5,W01,서울특별시,종로구,3421550,2.83,2400,2.88
13,2022,01,14,6,W01,서울특별시,종로구,3510600,2.9,2576,3.09
14,2022,01,15,7,W01,서울특별시,종로구,3693750,3.05,2621,3.14
15,2022,01,16,1,W01,서울특별시,종로구,3998500,3.3,2759,3.31
16,2022,01,17,2,W01,서울특별시,종로구,4110100,3.4,2677,3.21
17,2022,01,18,3,W01,서울특별시,종로구,3636800,3.01,2584,3.1
18,2022,01,19,4,W01,서울특별시,종로구,3319500,2.74,2380,2.85
19,2022,01,20,5,W01,서울특별시,종로구,3654000,3.02,2560,3.07
20,2022,01,21,6,W01,서울특별시,종로구,3716010,3.07,2574,3.08
21,2022,01,22,7,W01,서울특별시,종로구,3834050,3.17,2608,3.12
22,2022,01,23,1,W01,서울특별시,종로구,4202850,3.47,2833,3.39
23,2022,01,24,2,W01,서울특별시,종로구,4475100,3.7,2923,3.5
24,2022,01,25,3,W01,서울특별시,종로구,3973450,3.28,2693,3.23
25,2022,01,26,4,W01,서울특별시,종로구,3811750,3.15,2710,3.25
26,2022,01,27,5,W01,서울특별시,종로구,3770450,3.12,2631,3.15
27,2022,01,28,6,W01,서울특별시,종로구,4184750,3.46,2919,3.5
28,2022,01,29,7,W01,서울특별시,종로구,4493850,3.71,3038,3.64
29,2022,01,30,1,W01,서울특별시,종로구,4671450,3.86,3032,3.63
30,2022,01,31,2,W01,서울특별시,종로구,4994650,4.13,3218,3.86
0,2022,01,01,7,W02,서울특별시,중구,5945650,3.09,4311,2.99
1,2022,01,02,1,W02,서울특별시,중구,7372800,3.83,5177,3.59
2,2022,01,03,2,W02,서울특별시,중구,6742000,3.5,4903,3.4
3,2022,01,04,3,W02,서울특별시,중구,5440650,2.83,4252,2.95
4,2022,01,05,4,W02,서울특별시,중구,5888450,3.06,4662,3.23
5,2022,01,06,5,W02,서울특별시,중구,5436550,2.82,4452,3.09
6,2022,01,07,6,W02,서울특별시,중구,5482600,2.85,4305,2.98
7,2022,01,08,7,W02,서울특별시,중구,5676900,2.95,4316,2.99
8,2022,01,09,1,W02,서울특별시,중구,7482000,3.89,5253,3.64
9,2022,01,10,2,W02,서울특별시,중구,6687750,3.47,5134,3.56
10,2022,01,11,3,W02,서울특별시,중구,4811450,2.5,3816,2.64
11,2022,01,12,4,W02,서울특별시,중구,5502200,2.86,4361,3.02
12,2022,01,13,5,W02,서울특별시,중구,5395650,2.8,4285,2.97
13,2022,01,14,6,W02,서울특별시,중구,5290800,2.75,4246,2.94
14,2022,01,15,7,W02,서울특별시,중구,5893350,3.06,4390,3.04
15,2022,01,16,1,W02,서울특별시,중구,7383550,3.83,5358,3.71
16,2022,01,17,2,W02,서울특별시,중구,6067950,3.15,4599,3.19
17,2022,01,18,3,W02,서울특별시,중구,5421000,2.82,4127,2.86
18,2022,01,19,4,W02,서울특별시,중구,5180385,2.69,4130,2.86
19,2022,01,20,5,W02,서울특별시,중구,5944850,3.09,4609,3.19
20,2022,01,21,6,W02,서울특별시,중구,5237500,2.72,4170,2.89
21,2022,01,22,7,W02,서울특별시,중구,6065700,3.15,4468,3.1
22,2022,01,23,1,W02,서울특별시,중구,7654700,3.98,5494,3.81
23,2022,01,24,2,W02,서울특별시,중구,6645150,3.45,4976,3.45
24,2022,01,25,3,W02,서울특별시,중구,5723700,2.97,4390,3.04
25,2022,01,26,4,W02,서울특별시,중구,6359900,3.3,4773,3.31
26,2022,01,27,5,W02,서울특별시,중구,6442800,3.35,4902,3.4
27,2022,01,28,6,W02,서울특별시,중구,6191000,3.22,4710,3.26
28,2022,01,29,7,W02,서울특별시,중구,7659500,3.98,5443,3.77
29,2022,01,30,1,W02,서울특별시,중구,7774350,4.04,5081,3.52
30,2022,01,31,2,W02,서울특별시,중구,7731600,4.02,5216,3.61
0,2022,01,01,7,W03,서울특별시,용산구,941400,3.24,653,3.17
1,2022,01,02,1,W03,서울특별시,용산구,1087800,3.74,806,3.91
2,2022,01,03,2,W03,서울특별시,용산구,990550,3.4,671,3.25
3,2022,01,04,3,W03,서울특별시,용산구,839700,2.89,650,3.15
4,2022,01,05,4,W03,서울특별시,용산구,694900,2.39,557,2.7
5,2022,01,06,5,W03,서울특별시,용산구,933600,3.21,611,2.96
6,2022,01,07,6,W03,서울특별시,용산구,850650,2.92,606,2.94
7,2022,01,08,7,W03,서울특별시,용산구,970000,3.33,694,3.37
8,2022,01,09,1,W03,서울특별시,용산구,1043350,3.59,806,3.91
9,2022,01,10,2,W03,서울특별시,용산구,1005150,3.46,646,3.13
10,2022,01,11,3,W03,서울특별시,용산구,958450,3.29,637,3.09
11,2022,01,12,4,W03,서울특별시,용산구,813350,2.8,583,2.83
12,2022,01,13,5,W03,서울특별시,용산구,833900,2.87,581,2.82
13,2022,01,14,6,W03,서울특별시,용산구,876150,3.01,634,3.07
14,2022,01,15,7,W03,서울특별시,용산구,988550,3.4,712,3.45
15,2022,01,16,1,W03,서울특별시,용산구,991450,3.41,732,3.55
16,2022,01,17,2,W03,서울특별시,용산구,948250,3.26,630,3.06
17,2022,01,18,3,W03,서울특별시,용산구,813850,2.8,590,2.86
18,2022,01,19,4,W03,서울특별시,용산구,881150,3.03,607,2.94
19,2022,01,20,5,W03,서울특별시,용산구,830650,2.86,603,2.92
20,2022,01,21,6,W03,서울특별시,용산구,879050,3.02,613,2.97
21,2022,01,22,7,W03,서울특별시,용산구,960250,3.3,689,3.34
22,2022,01,23,1,W03,서울특별시,용산구,1093950,3.76,803,3.89
23,2022,01,24,2,W03,서울특별시,용산구,1012800,3.48,685,3.32
24,2022,01,25,3,W03,서울특별시,용산구,963400,3.31,656,3.18
25,2022,01,26,4,W03,서울특별시,용산구,896550,3.08,664,3.22
26,2022,01,27,5,W03,서울특별시,용산구,958350,3.29,682,3.31
27,2022,01,28,6,W03,서울특별시,용산구,1086000,3.73,756,3.67
28,2022,01,29,7,W03,서울특별시,용산구,1016000,3.49,734,3.56
29,2022,01,30,1,W03,서울특별시,용산구,974400,3.35,683,3.31
30,2022,01,31,2,W03,서울특별시,용산구,958800,3.3,647,3.14
0,2022,01,01,7,W04,서울특별시,성동구,15360350,2.96,9965,2.81
1,2022,01,02,1,W04,서울특별시,성동구,21099850,4.06,13440,3.79
2,2022,01,03,2,W04,서울특별시,성동구,17618400,3.39,11700,3.3
3,2022,01,04,3,W04,서울특별시,성동구,14980200,2.89,10798,3.04
4,2022,01,05,4,W04,서울특별시,성동구,15466700,2.98,11148,3.14
5,2022,01,06,5,W04,서울특별시,성동구,16007930,3.08,11389,3.21
6,2022,01,07,6,W04,서울특별시,성동구,14701050,2.83,10688,3.01
7,2022,01,08,7,W04,서울특별시,성동구,14617850,2.82,9960,2.81
8,2022,01,09,1,W04,서울특별시,성동구,20478400,3.94,13408,3.78
9,2022,01,10,2,W04,서울특별시,성동구,17704500,3.41,12019,3.39
10,2022,01,11,3,W04,서울특별시,성동구,13860700,2.67,10047,2.83
11,2022,01,12,4,W04,서울특별시,성동구,15170800,2.92,10838,3.06
12,2022,01,13,5,W04,서울특별시,성동구,15194150,2.93,10801,3.05
13,2022,01,14,6,W04,서울특별시,성동구,14826400,2.86,10519,2.97
14,2022,01,15,7,W04,서울특별시,성동구,14726550,2.84,10103,2.85
15,2022,01,16,1,W04,서울특별시,성동구,20350050,3.92,13396,3.78
16,2022,01,17,2,W04,서울특별시,성동구,16588500,3.2,11302,3.19
17,2022,01,18,3,W04,서울특별시,성동구,14871650,2.86,10527,2.97
18,2022,01,19,4,W04,서울특별시,성동구,14351100,2.76,10294,2.9
19,2022,01,20,5,W04,서울특별시,성동구,15978800,3.08,11299,3.19
20,2022,01,21,6,W04,서울특별시,성동구,14383150,2.77,10429,2.94
21,2022,01,22,7,W04,서울특별시,성동구,15286150,2.94,10240,2.89
22,2022,01,23,1,W04,서울특별시,성동구,21611000,4.16,13758,3.88
23,2022,01,24,2,W04,서울특별시,성동구,18489221,3.56,12400,3.5
24,2022,01,25,3,W04,서울특별시,성동구,15130850,2.91,10695,3.02
25,2022,01,26,4,W04,서울특별시,성동구,16583350,3.19,11786,3.32
26,2022,01,27,5,W04,서울특별시,성동구,16882950,3.25,11909,3.36
27,2022,01,28,6,W04,서울특별시,성동구,18300750,3.53,12770,3.6
28,2022,01,29,7,W04,서울특별시,성동구,17709800,3.41,11610,3.27
29,2022,01,30,1,W04,서울특별시,성동구,20355350,3.92,12679,3.58
30,2022,01,31,2,W04,서울특별시,성동구,20467500,3.94,12735,3.59
0,2022,01,01,7,W05,서울특별시,광진구,9307460,2.88,6172,2.87
1,2022,01,02,1,W05,서울특별시,광진구,11915710,3.69,7466,3.47
2,2022,01,03,2,W05,서울특별시,광진구,11408910,3.53,7297,3.39
3,2022,01,04,3,W05,서울특별시,광진구,10220710,3.17,7038,3.27
4,2022,01,05,4,W05,서울특별시,광진구,9427620,2.92,6634,3.08
5,2022,01,06,5,W05,서울특별시,광진구,9853100,3.05,6825,3.17
6,2022,01,07,6,W05,서울특별시,광진구,8678760,2.69,6372,2.96
7,2022,01,08,7,W05,서울특별시,광진구,9358760,2.9,6370,2.96
8,2022,01,09,1,W05,서울특별시,광진구,11828710,3.66,7406,3.44
9,2022,01,10,2,W05,서울특별시,광진구,11694640,3.62,7591,3.52
10,2022,01,11,3,W05,서울특별시,광진구,9106410,2.82,6436,2.99
11,2022,01,12,4,W05,서울특별시,광진구,8960690,2.77,6345,2.95
12,2022,01,13,5,W05,서울특별시,광진구,9334500,2.89,6527,3.03
13,2022,01,14,6,W05,서울특별시,광진구,8887410,2.75,6272,2.91
14,2022,01,15,7,W05,서울특별시,광진구,9911300,3.07,6475,3.01
15,2022,01,16,1,W05,서울특별시,광진구,11362740,3.52,7366,3.42
16,2022,01,17,2,W05,서울특별시,광진구,10582910,3.28,6988,3.24
17,2022,01,18,3,W05,서울특별시,광진구,9847360,3.05,6846,3.18
18,2022,01,19,4,W05,서울특별시,광진구,8734330,2.7,6155,2.86
19,2022,01,20,5,W05,서울특별시,광진구,9770630,3.03,6808,3.16
20,2022,01,21,6,W05,서울특별시,광진구,9243610,2.86,6474,3.01
21,2022,01,22,7,W05,서울특별시,광진구,9931770,3.08,6531,3.03
22,2022,01,23,1,W05,서울특별시,광진구,11784220,3.65,7448,3.46
23,2022,01,24,2,W05,서울특별시,광진구,11539270,3.57,7502,3.48
24,2022,01,25,3,W05,서울특별시,광진구,10369830,3.21,6901,3.2
25,2022,01,26,4,W05,서울특별시,광진구,10154480,3.14,6864,3.19
26,2022,01,27,5,W05,서울특별시,광진구,10283600,3.18,7092,3.29
27,2022,01,28,6,W05,서울특별시,광진구,10338660,3.2,7129,3.31
28,2022,01,29,7,W05,서울특별시,광진구,12147020,3.76,7709,3.58
29,2022,01,30,1,W05,서울특별시,광진구,12983490,4.02,7871,3.65
30,2022,01,31,2,W05,서울특별시,광진구,13953340,4.32,8515,3.95
0,2022,01,01,7,W06,서울특별시,동대문구,14978550,2.93,9632,2.8
1,2022,01,02,1,W06,서울특별시,동대문구,20360300,3.98,12750,3.7
2,2022,01,03,2,W06,서울특별시,동대문구,17466100,3.41,11412,3.32
3,2022,01,04,3,W06,서울특별시,동대문구,14807600,2.89,10260,2.98
4,2022,01,05,4,W06,서울특별시,동대문구,15446250,3.02,10913,3.17
5,2022,01,06,5,W06,서울특별시,동대문구,14825250,2.9,10664,3.1
6,2022,01,07,6,W06,서울특별시,동대문구,14445850,2.82,10424,3.03
7,2022,01,08,7,W06,서울특별시,동대문구,14988600,2.93,10067,2.92
8,2022,01,09,1,W06,서울특별시,동대문구,20659400,4.04,13169,3.83
9,2022,01,10,2,W06,서울특별시,동대문구,17352650,3.39,11671,3.39
10,2022,01,11,3,W06,서울특별시,동대문구,13536910,2.65,9615,2.79
11,2022,01,12,4,W06,서울특별시,동대문구,14746650,2.88,10548,3.06
12,2022,01,13,5,W06,서울특별시,동대문구,14277350,2.79,10158,2.95
13,2022,01,14,6,W06,서울특별시,동대문구,14358600,2.81,10276,2.99
14,2022,01,15,7,W06,서울특별시,동대문구,15121600,2.96,10145,2.95
15,2022,01,16,1,W06,서울특별시,동대문구,20039900,3.92,12925,3.75
16,2022,01,17,2,W06,서울특별시,동대문구,16067050,3.14,10758,3.13
