,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
0,2020,11,01,1,W01,서울특별시,종로구,3953100,3.3,2644,3.27
1,2020,11,02,2,W01,서울특별시,종로구,4119200,3.44,2926,3.62
2,2020,11,03,3,W01,서울특별시,종로구,3627500,3.03,2625,3.24
3,2020,11,04,4,W01,서울특별시,종로구,3293250,2.75,2489,3.08
4,2020,11,05,5,W01,서울특별시,종로구,3212200,2.68,2492,3.08
5,2020,11,06,6,W01,서울특별시,종로구,3385750,2.83,2546,3.15
6,2020,11,07,7,W01,서울특별시,종로구,3660950,3.05,2618,3.23
7,2020,11,08,1,W01,서울특별시,종로구,4164300,3.47,2841,3.51
8,2020,11,09,2,W01,서울특별시,종로구,3974450,3.32,2710,3.35
9,2020,11,10,3,W01,서울특별시,종로구,3782000,3.16,2640,3.26
10,2020,11,11,4,W01,서울특별시,종로구,3438800,2.87,2534,3.13
11,2020,11,12,5,W01,서울특별시,종로구,3615750,3.02,2544,3.14
12,2020,11,13,6,W01,서울특별시,종로구,3593950,3.0,2621,3.24
13,2020,11,14,7,W01,서울특별시,종로구,3889150,3.25,2615,3.23
14,2020,11,15,1,W01,서울특별시,종로구,4546200,3.79,3012,3.72
15,2020,11,16,2,W01,서울특별시,종로구,4302700,3.59,2853,3.53
16,2020,11,17,3,W01,서울특별시,종로구,4193200,3.5,2796,3.45
17,2020,11,18,4,W01,서울특별시,종로구,3683150,3.07,2574,3.18
18,2020,11,19,5,W01,서울특별시,종로구,4000000,3.34,2563,3.17
19,2020,11,20,6,W01,서울특별시,종로구,4070650,3.4,2689,3.32
20,2020,11,21,7,W01,서울특별시,종로구,4133200,3.45,2631,3.25
21,2020,11,22,1,W01,서울특별시,종로구,5023700,4.19,3025,3.74
22,2020,11,23,2,W01,서울특별시,종로구,4507200,3.76,2822,3.49
23,2020,11,24,3,W01,서울특별시,종로구,4196300,3.5,2776,3.43
24,2020,11,25,4,W01,서울특별시,종로구,3692950,3.08,2608,3.22
25,2020,11,26,5,W01,서울특별시,종로구,4067850,3.39,2689,3.32
26,2020,11,27,6,W01,서울특별시,종로구,4282500,3.57,2747,3.39
27,2020,11,28,7,W01,서울특별시,종로구,4211250,3.51,2602,3.21
28,2020,11,29,1,W01,서울특별시,종로구,4770750,3.98,2856,3.53
29,2020,11,30,2,W01,서울특별시,종로구,4456150,3.72,2847,3.52
0,2020,11,01,1,W02,서울특별시,중구,7723700,3.65,5897,3.82
1,2020,11,02,2,W02,서울특별시,중구,6984600,3.3,5547,3.59
2,2020,11,03,3,W02,서울특별시,중구,5719150,2.71,4511,2.92
3,2020,11,04,4,W02,서울특별시,중구,5711250,2.7,4762,3.08
4,2020,11,05,5,W02,서울특별시,중구,5667950,2.68,4771,3.09
5,2020,11,06,6,W02,서울특별시,중구,5761500,2.73,4680,3.03
6,2020,11,07,7,W02,서울특별시,중구,6526650,3.09,4987,3.23
7,2020,11,08,1,W02,서울특별시,중구,7963550,3.77,5981,3.87
8,2020,11,09,2,W02,서울특별시,중구,6653400,3.15,5114,3.31
9,2020,11,10,3,W02,서울특별시,중구,5895900,2.79,4667,3.02
10,2020,11,11,4,W02,서울특별시,중구,6075400,2.87,4729,3.06
11,2020,11,12,5,W02,서울특별시,중구,6162700,2.91,4786,3.1
12,2020,11,13,6,W02,서울특별시,중구,6083500,2.88,4752,3.08
13,2020,11,14,7,W02,서울특별시,중구,7116850,3.37,4992,3.23
14,2020,11,15,1,W02,서울특별시,중구,8993250,4.25,6340,4.1
15,2020,11,16,2,W02,서울특별시,중구,7518500,3.56,5401,3.5
16,2020,11,17,3,W02,서울특별시,중구,6881650,3.25,4933,3.19
17,2020,11,18,4,W02,서울특별시,중구,6504150,3.08,4909,3.18
18,2020,11,19,5,W02,서울특별시,중구,6938450,3.28,4803,3.11
19,2020,11,20,6,W02,서울특별시,중구,6899250,3.26,4942,3.2
20,2020,11,21,7,W02,서울특별시,중구,7926500,3.75,5205,3.37
21,2020,11,22,1,W02,서울특별시,중구,9559200,4.52,6151,3.98
22,2020,11,23,2,W02,서울특별시,중구,7693900,3.64,5284,3.42
23,2020,11,24,3,W02,서울특별시,중구,6594500,3.12,4748,3.07
24,2020,11,25,4,W02,서울특별시,중구,6819750,3.23,4985,3.23
25,2020,11,26,5,W02,서울특별시,중구,6828450,3.23,4983,3.23
26,2020,11,27,6,W02,서울특별시,중구,7061700,3.34,5011,3.24
27,2020,11,28,7,W02,서울특별시,중구,7825500,3.7,5002,3.24
28,2020,11,29,1,W02,서울특별시,중구,9910900,4.69,6364,4.12
29,2020,11,30,2,W02,서울특별시,중구,7419300,3.51,5219,3.38
0,2020,11,01,1,W03,서울특별시,용산구,591300,3.45,489,3.75
1,2020,11,02,2,W03,서울특별시,용산구,614800,3.59,464,3.55
2,2020,11,03,3,W03,서울특별시,용산구,532200,3.1,385,2.95
3,2020,11,04,4,W03,서울특별시,용산구,367550,2.14,301,2.31
4,2020,11,05,5,W03,서울특별시,용산구,400300,2.34,332,2.54
5,2020,11,06,6,W03,서울특별시,용산구,362750,2.12,328,2.51
6,2020,11,07,7,W03,서울특별시,용산구,534000,3.11,445,3.41
7,2020,11,08,1,W03,서울특별시,용산구,639700,3.73,489,3.75
8,2020,11,09,2,W03,서울특별시,용산구,555150,3.24,444,3.4
9,2020,11,10,3,W03,서울특별시,용산구,594950,3.47,437,3.35
10,2020,11,11,4,W03,서울특별시,용산구,478900,2.79,409,3.13
11,2020,11,12,5,W03,서울특별시,용산구,532450,3.11,407,3.12
12,2020,11,13,6,W03,서울특별시,용산구,559350,3.26,428,3.28
13,2020,11,14,7,W03,서울특별시,용산구,575950,3.36,426,3.26
14,2020,11,15,1,W03,서울특별시,용산구,734750,4.29,506,3.88
15,2020,11,16,2,W03,서울특별시,용산구,584250,3.41,450,3.45
16,2020,11,17,3,W03,서울특별시,용산구,602100,3.51,479,3.67
17,2020,11,18,4,W03,서울특별시,용산구,465100,2.71,375,2.87
18,2020,11,19,5,W03,서울특별시,용산구,587000,3.42,437,3.35
19,2020,11,20,6,W03,서울특별시,용산구,569600,3.32,427,3.27
20,2020,11,21,7,W03,서울특별시,용산구,614500,3.58,428,3.28
21,2020,11,22,1,W03,서울특별시,용산구,710450,4.14,517,3.96
22,2020,11,23,2,W03,서울특별시,용산구,660200,3.85,471,3.61
23,2020,11,24,3,W03,서울특별시,용산구,603500,3.52,474,3.63
24,2020,11,25,4,W03,서울특별시,용산구,596100,3.48,435,3.33
25,2020,11,26,5,W03,서울특별시,용산구,527350,3.08,431,3.3
26,2020,11,27,6,W03,서울특별시,용산구,550500,3.21,446,3.42
27,2020,11,28,7,W03,서울특별시,용산구,611700,3.57,415,3.18
28,2020,11,29,1,W03,서울특별시,용산구,758600,4.43,493,3.78
29,2020,11,30,2,W03,서울특별시,용산구,627850,3.66,488,3.74
0,2020,11,01,1,W04,서울특별시,성동구,19527850,3.58,13633,3.67
1,2020,11,02,2,W04,서울특별시,성동구,18000400,3.3,13200,3.56
2,2020,11,03,3,W04,서울특별시,성동구,14074300,2.58,10944,2.95
3,2020,11,04,4,W04,서울특별시,성동구,15143850,2.78,11573,3.12
4,2020,11,05,5,W04,서울특별시,성동구,15489850,2.84,11752,3.17
5,2020,11,06,6,W04,서울특별시,성동구,15087000,2.77,11713,3.16
6,2020,11,07,7,W04,서울특별시,성동구,15860950,2.91,11091,2.99
7,2020,11,08,1,W04,서울특별시,성동구,20912700,3.84,14285,3.85
8,2020,11,09,2,W04,서울특별시,성동구,17428900,3.2,12280,3.31
9,2020,11,10,3,W04,서울특별시,성동구,15869800,2.91,11552,3.11
10,2020,11,11,4,W04,서울특별시,성동구,16060950,2.95,11727,3.16
11,2020,11,12,5,W04,서울특별시,성동구,16296250,2.99,11848,3.19
12,2020,11,13,6,W04,서울특별시,성동구,16317200,2.99,11688,3.15
13,2020,11,14,7,W04,서울특별시,성동구,17146550,3.15,11366,3.06
14,2020,11,15,1,W04,서울특별시,성동구,22401800,4.11,14496,3.91
15,2020,11,16,2,W04,서울특별시,성동구,19597100,3.6,13038,3.51
16,2020,11,17,3,W04,서울특별시,성동구,16837650,3.09,11995,3.23
17,2020,11,18,4,W04,서울특별시,성동구,17434750,3.2,12214,3.29
18,2020,11,19,5,W04,서울특별시,성동구,17789900,3.27,11875,3.2
19,2020,11,20,6,W04,서울특별시,성동구,17756700,3.26,12051,3.25
20,2020,11,21,7,W04,서울특별시,성동구,19099350,3.51,11743,3.17
21,2020,11,22,1,W04,서울특별시,성동구,24174400,4.44,14771,3.98
22,2020,11,23,2,W04,서울특별시,성동구,19399750,3.56,12651,3.41
23,2020,11,24,3,W04,서울특별시,성동구,17753850,3.26,11896,3.21
24,2020,11,25,4,W04,서울특별시,성동구,17942250,3.29,12307,3.32
25,2020,11,26,5,W04,서울특별시,성동구,18595000,3.41,12370,3.33
26,2020,11,27,6,W04,서울특별시,성동구,18214350,3.34,12087,3.26
27,2020,11,28,7,W04,서울특별시,성동구,19440500,3.57,11329,3.05
28,2020,11,29,1,W04,서울특별시,성동구,25799250,4.74,15021,4.05
29,2020,11,30,2,W04,서울특별시,성동구,19390860,3.56,12472,3.36
0,2020,11,01,1,W05,서울특별시,광진구,10853150,3.26,7197,3.3
1,2020,11,02,2,W05,서울특별시,광진구,11380550,3.41,7871,3.61
2,2020,11,03,3,W05,서울특별시,광진구,9106950,2.73,6773,3.11
3,2020,11,04,4,W05,서울특별시,광진구,9320950,2.8,6858,3.15
4,2020,11,05,5,W05,서울특별시,광진구,9421950,2.83,6933,3.18
5,2020,11,06,6,W05,서울특별시,광진구,9411100,2.82,6768,3.11
6,2020,11,07,7,W05,서울특별시,광진구,9878350,2.96,6820,3.13
7,2020,11,08,1,W05,서울특별시,광진구,11414500,3.42,7419,3.4
8,2020,11,09,2,W05,서울특별시,광진구,10980100,3.29,7411,3.4
9,2020,11,10,3,W05,서울특별시,광진구,9892650,2.97,7130,3.27
10,2020,11,11,4,W05,서울특별시,광진구,9434950,2.83,6673,3.06
11,2020,11,12,5,W05,서울특별시,광진구,9978800,2.99,6968,3.2
12,2020,11,13,6,W05,서울특별시,광진구,10022000,3.01,6948,3.19
13,2020,11,14,7,W05,서울특별시,광진구,10983060,3.3,6877,3.16
14,2020,11,15,1,W05,서울특별시,광진구,13293450,3.99,7970,3.66
15,2020,11,16,2,W05,서울특별시,광진구,12324950,3.7,7940,3.64
16,2020,11,17,3,W05,서울특별시,광진구,11277650,3.38,7610,3.49
17,2020,11,18,4,W05,서울특별시,광진구,10578450,3.17,7089,3.25
18,2020,11,19,5,W05,서울특별시,광진구,11147250,3.34,7043,3.23
19,2020,11,20,6,W05,서울특별시,광진구,10838650,3.25,7071,3.24
20,2020,11,21,7,W05,서울특별시,광진구,12287000,3.69,7143,3.28
21,2020,11,22,1,W05,서울특별시,광진구,13613850,4.08,7888,3.62
22,2020,11,23,2,W05,서울특별시,광진구,12328750,3.7,7658,3.51
23,2020,11,24,3,W05,서울특별시,광진구,11603800,3.48,7445,3.42
24,2020,11,25,4,W05,서울특별시,광진구,10940650,3.28,7174,3.29
25,2020,11,26,5,W05,서울특별시,광진구,11624599,3.49,7475,3.43
26,2020,11,27,6,W05,서울특별시,광진구,11203720,3.36,7171,3.29
27,2020,11,28,7,W05,서울특별시,광진구,11846000,3.55,6996,3.21
28,2020,11,29,1,W05,서울특별시,광진구,13697350,4.11,7888,3.62
29,2020,11,30,2,W05,서울특별시,광진구,12628600,3.79,7742,3.55
0,2020,11,01,1,W06,서울특별시,동대문구,17992880,3.52,12178,3.64
1,2020,11,02,2,W06,서울특별시,동대문구,16694337,3.27,11863,3.54
2,2020,11,03,3,W06,서울특별시,동대문구,13317778,2.61,9834,2.94
3,2020,11,04,4,W06,서울특별시,동대문구,14232189,2.78,10649,3.18
4,2020,11,05,5,W06,서울특별시,동대문구,14295678,2.8,10716,3.2
