,TIME,AREA,Household_Income_Outlook_CSI,Consumer_Spending_Outlook_CSI
0,201501,부산광역시,100,101
1,201502,부산광역시,100,103
2,201503,부산광역시,96,101
3,201504,부산광역시,101,102
4,201505,부산광역시,100,101
5,201506,부산광역시,96,102
6,201507,부산광역시,99,101
7,201508,부산광역시,98,104
8,201509,부산광역시,99,103
9,201510,부산광역시,103,103
10,201511,부산광역시,101,107
11,201512,부산광역시,101,99
12,201601,부산광역시,99,98
13,201602,부산광역시,97,99
14,201603,부산광역시,97,99
15,201604,부산광역시,97,100
16,201605,부산광역시,96,100
17,201606,부산광역시,93,98
18,201607,부산광역시,95,99
19,201608,부산광역시,96,101
20,201609,부산광역시,94,100
21,201610,부산광역시,97,101
22,201611,부산광역시,94,97
23,201612,부산광역시,93,96
24,201701,부산광역시,95,98
25,201702,부산광역시,95,101
26,201703,부산광역시,94,96
27,201704,부산광역시,97,101
28,201705,부산광역시,99,101
29,201706,부산광역시,100,103
30,201707,부산광역시,103,100
31,201708,부산광역시,101,100
32,201709,부산광역시,101,104
33,201710,부산광역시,101,104
34,201711,부산광역시,102,105
35,201712,부산광역시,101,103
36,201801,부산광역시,100,100
37,201802,부산광역시,99,103
38,201803,부산광역시,99,102
39,201804,부산광역시,98,101
40,201805,부산광역시,97,99
41,201806,부산광역시,94,102
42,201807,부산광역시,94,101
43,201808,부산광역시,93,102
44,201809,부산광역시,94,105
45,201810,부산광역시,94,105
46,201811,부산광역시,91,102
47,201812,부산광역시,92,101
48,201901,부산광역시,95,105
49,201902,부산광역시,91,102
50,201903,부산광역시,92,102
51,201904,부산광역시,94,105
52,201905,부산광역시,92,104
53,201906,부산광역시,92,99
54,201907,부산광역시,92,100
55,201908,부산광역시,89,97
56,201909,부산광역시,91,102
57,201910,부산광역시,92,103
58,201911,부산광역시,96,102
59,201912,부산광역시,95,103
60,202001,부산광역시,95,104
61,202002,부산광역시,90,101
62,202003,부산광역시,84,92
63,202004,부산광역시,76,85
64,202005,부산광역시,80,89
65,202006,부산광역시,84,92
66,202007,부산광역시,86,95
67,202008,부산광역시,86,99
68,202009,부산광역시,85,93
69,202010,부산광역시,87,98
70,202011,부산광역시,94,103
71,202012,부산광역시,85,97
72,202101,부산광역시,88,100
73,202102,부산광역시,87,100
74,202103,부산광역시,92,103
75,202104,부산광역시,92,101
76,202105,부산광역시,94,103
77,202106,부산광역시,97,107
78,202107,부산광역시,93,105
79,202108,부산광역시,90,101
80,202109,부산광역시,94,107
81,202110,부산광역시,94,107
82,202111,부산광역시,97,109
83,202112,부산광역시,97,107
84,202201,부산광역시,97,106
85,202202,부산광역시,95,106
86,202203,부산광역시,96,109
87,202204,부산광역시,97,109
88,202205,부산광역시,96,112
89,202206,부산광역시,92,105
90,202207,부산광역시,92,109
91,202208,부산광역시,91,106
92,202209,부산광역시,95,106
93,202210,부산광역시,92,107
94,201501,경상북도,102,108
95,201502,경상북도,102,110
96,201503,경상북도,100,108
97,201504,경상북도,100,109
98,201505,경상북도,102,107
99,201506,경상북도,97,103
100,201507,경상북도,100,106
101,201508,경상북도,102,105
102,201509,경상북도,102,110
103,201510,경상북도,101,108
104,201511,경상북도,99,108
105,201512,경상북도,99,106
106,201601,경상북도,100,105
107,201602,경상북도,98,107
108,201603,경상북도,100,107
109,201604,경상북도,98,108
110,201605,경상북도,98,105
111,201606,경상북도,97,104
112,201607,경상북도,100,106
113,201608,경상북도,99,107
114,201609,경상북도,99,106
115,201610,경상북도,100,104
116,201611,경상북도,95,102
117,201612,경상북도,95,102
118,201701,경상북도,92,102
119,201702,경상북도,94,103
120,201703,경상북도,94,102
121,201704,경상북도,97,104
122,201705,경상북도,103,107
123,201706,경상북도,101,108
124,201707,경상북도,101,110
125,201708,경상북도,101,111
126,201709,경상북도,100,108
127,201710,경상북도,101,110
128,201711,경상북도,104,111
129,201712,경상북도,101,110
130,201801,경상북도,101,107
131,201802,경상북도,100,105
132,201803,경상북도,100,109
133,201804,경상북도,100,109
134,201805,경상북도,100,110
135,201806,경상북도,99,107
136,201807,경상북도,97,106
137,201808,경상북도,97,108
138,201809,경상북도,96,107
139,201810,경상북도,96,108
140,201811,경상북도,95,109
141,201812,경상북도,94,105
142,201901,경상북도,94,107
143,201902,경상북도,93,105
144,201903,경상북도,94,108
145,201904,경상북도,95,107
146,201905,경상북도,95,107
147,201906,경상북도,94,104
148,201907,경상북도,92,104
149,201908,경상북도,91,101
150,201909,경상북도,91,102
151,201910,경상북도,91,103
152,201911,경상북도,93,104
153,201912,경상북도,93,106
154,202001,경상북도,94,106
155,202002,경상북도,91,103
156,202003,경상북도,80,85
157,202004,경상북도,78,86
158,202005,경상북도,79,85
159,202006,경상북도,83,92
160,202007,경상북도,87,94
161,202008,경상북도,88,96
162,202009,경상북도,87,94
163,202010,경상북도,93,100
164,202011,경상북도,93,101
165,202012,경상북도,91,99
166,202101,경상북도,93,100
167,202102,경상북도,93,101
168,202103,경상북도,93,103
169,202104,경상북도,96,103
170,202105,경상북도,98,107
171,202106,경상북도,97,112
172,202107,경상북도,98,108
173,202108,경상북도,96,104
174,202109,경상북도,97,109
175,202110,경상북도,98,109
176,202111,경상북도,99,113
177,202112,경상북도,97,109
178,202201,경상북도,97,110
179,202202,경상북도,99,108
180,202203,경상북도,97,111
181,202204,경상북도,100,113
182,202205,경상북도,96,115
183,202206,경상북도,97,112
184,202207,경상북도,94,109
185,202208,경상북도,96,109
186,202209,경상북도,96,107
187,202210,경상북도,94,108
188,201501,인천광역시,102,106
189,201502,인천광역시,100,103
190,201503,인천광역시,100,102
191,201504,인천광역시,100,105
192,201505,인천광역시,102,105
193,201506,인천광역시,98,104
194,201507,인천광역시,102,104
195,201508,인천광역시,99,106
196,201509,인천광역시,100,108
197,201510,인천광역시,102,109
198,201511,인천광역시,101,104
199,201512,인천광역시,101,105
200,201601,인천광역시,97,105
201,201602,인천광역시,97,105
202,201603,인천광역시,99,103
203,201604,인천광역시,99,103
204,201605,인천광역시,99,102
205,201606,인천광역시,97,102
206,201607,인천광역시,100,103
207,201608,인천광역시,100,105
208,201609,인천광역시,103,106
209,201610,인천광역시,100,104
210,201611,인천광역시,95,102
211,201612,인천광역시,99,102
212,201701,인천광역시,96,97
213,201702,인천광역시,96,102
214,201703,인천광역시,101,99
215,201704,인천광역시,102,102
216,201705,인천광역시,104,104
217,201706,인천광역시,103,107
218,201707,인천광역시,103,109
219,201708,인천광역시,104,108
220,201709,인천광역시,105,108
221,201710,인천광역시,107,107
222,201711,인천광역시,105,105
223,201712,인천광역시,107,107
224,201801,인천광역시,105,106
225,201802,인천광역시,106,106
226,201803,인천광역시,104,106
227,201804,인천광역시,102,108
228,201805,인천광역시,103,108
229,201806,인천광역시,100,108
230,201807,인천광역시,100,106
231,201808,인천광역시,101,106
232,201809,인천광역시,98,106
233,201810,인천광역시,96,106
234,201811,인천광역시,95,108
235,201812,인천광역시,96,104
236,201901,인천광역시,94,105
237,201902,인천광역시,95,105
238,201903,인천광역시,97,106
239,201904,인천광역시,98,107
240,201905,인천광역시,94,104
241,201906,인천광역시,96,106
242,201907,인천광역시,93,102
243,201908,인천광역시,94,102
244,201909,인천광역시,96,103
245,201910,인천광역시,98,105
246,201911,인천광역시,96,106
247,201912,인천광역시,98,107
248,202001,인천광역시,99,108
249,202002,인천광역시,95,99
250,202003,인천광역시,83,90
251,202004,인천광역시,78,86
252,202005,인천광역시,84,88
253,202006,인천광역시,86,92
254,202007,인천광역시,87,94
255,202008,인천광역시,89,97
256,202009,인천광역시,82,85
257,202010,인천광역시,92,95
258,202011,인천광역시,95,102
259,202012,인천광역시,88,91
260,202101,인천광역시,91,94
261,202102,인천광역시,91,99
262,202103,인천광역시,97,104
263,202104,인천광역시,97,103
264,202105,인천광역시,99,106
265,202106,인천광역시,99,109
266,202107,인천광역시,93,103
267,202108,인천광역시,95,105
268,202109,인천광역시,100,105
269,202110,인천광역시,100,109
270,202111,인천광역시,98,111
271,202112,인천광역시,99,104
272,202201,인천광역시,98,105
273,202202,인천광역시,101,111
274,202203,인천광역시,98,110
275,202204,인천광역시,99,112
276,202205,인천광역시,98,114
277,202206,인천광역시,96,111
278,202207,인천광역시,92,112
279,202208,인천광역시,92,108
280,202209,인천광역시,94,108
281,202210,인천광역시,91,110
282,201501,전라남도,97,106
283,201502,전라남도,96,105
284,201503,전라남도,97,108
285,201504,전라남도,97,106
286,201505,전라남도,98,104
287,201506,전라남도,95,104
288,201507,전라남도,97,105
289,201508,전라남도,99,108
290,201509,전라남도,98,109
291,201510,전라남도,98,107
292,201511,전라남도,96,108
293,201512,전라남도,97,109
294,201601,전라남도,96,108
295,201602,전라남도,95,104
296,201603,전라남도,95,105
297,201604,전라남도,96,107
298,201605,전라남도,97,105
299,201606,전라남도,95,106
300,201607,전라남도,98,107
301,201608,전라남도,99,109
302,201609,전라남도,99,107
303,201610,전라남도,99,107
304,201611,전라남도,95,104
305,201612,전라남도,95,102
306,201701,전라남도,93,102
307,201702,전라남도,94,103
308,201703,전라남도,96,103
309,201704,전라남도,99,106
310,201705,전라남도,101,110
311,201706,전라남도,102,112
312,201707,전라남도,102,110
313,201708,전라남도,104,114
314,201709,전라남도,103,112
315,201710,전라남도,104,113
316,201711,전라남도,105,113
317,201712,전라남도,106,112
318,201801,전라남도,107,116
319,201802,전라남도,105,114
320,201803,전라남도,103,112
321,201804,전라남도,104,111
322,201805,전라남도,102,112
323,201806,전라남도,102,111
324,201807,전라남도,102,107
325,201808,전라남도,98,108
326,201809,전라남도,101,108
327,201810,전라남도,100,112
328,201811,전라남도,100,113
329,201812,전라남도,100,109
330,201901,전라남도,100,112
331,201902,전라남도,102,110
332,201903,전라남도,99,112
333,201904,전라남도,98,111
334,201905,전라남도,98,110
335,201906,전라남도,98,111
336,201907,전라남도,96,109
337,201908,전라남도,97,107
338,201909,전라남도,100,109
339,201910,전라남도,100,109
340,201911,전라남도,101,112
341,201912,전라남도,101,112
342,202001,전라남도,102,113
343,202002,전라남도,97,110
344,202003,전라남도,88,95
345,202004,전라남도,84,88
346,202005,전라남도,88,93
347,202006,전라남도,86,96
348,202007,전라남도,88,92
349,202008,전라남도,91,97
350,202009,전라남도,87,88
351,202010,전라남도,92,98
352,202011,전라남도,95,101
353,202012,전라남도,92,96
354,202101,전라남도,95,97
355,202102,전라남도,94,98
356,202103,전라남도,95,103
357,202104,전라남도,96,104
358,202105,전라남도,95,105
359,202106,전라남도,98,108
360,202107,전라남도,98,106
361,202108,전라남도,98,102
362,202109,전라남도,98,104
363,202110,전라남도,101,108
364,202111,전라남도,99,109
365,202112,전라남도,100,107
366,202201,전라남도,99,109
367,202202,전라남도,97,106
368,202203,전라남도,98,109
369,202204,전라남도,99,113
370,202205,전라남도,97,114
371,202206,전라남도,94,112
372,202207,전라남도,89,107
373,202208,전라남도,94,107
374,202209,전라남도,93,107
375,202210,전라남도,90,106
376,201501,대전세종충남,102,110
377,201502,대전세종충남,101,110
378,201503,대전세종충남,99,107
379,201504,대전세종충남,100,106
380,201505,대전세종충남,98,105
381,201506,대전세종충남,100,104
382,201507,대전세종충남,100,105
383,201508,대전세종충남,101,108
384,201509,대전세종충남,99,105
385,201510,대전세종충남,99,107
386,201511,대전세종충남,101,107
387,201512,대전세종충남,104,107
388,201601,대전세종충남,101,104
389,201602,대전세종충남,99,104
390,201603,대전세종충남,99,104
391,201604,대전세종충남,99,106
392,201605,대전세종충남,99,102
393,201606,대전세종충남,96,100
394,201607,대전세종충남,98,103
395,201608,대전세종충남,99,103
396,201609,대전세종충남,99,104
397,201610,대전세종충남,98,102
398,201611,대전세종충남,96,101
399,201612,대전세종충남,96,98
400,201701,대전세종충남,95,102
401,201702,대전세종충남,95,102
402,201703,대전세종충남,97,101
403,201704,대전세종충남,96,104
404,201705,대전세종충남,102,106
405,201706,대전세종충남,102,105
406,201707,대전세종충남,103,107
407,201708,대전세종충남,103,107
408,201709,대전세종충남,103,108
409,201710,대전세종충남,106,109
410,201711,대전세종충남,105,111
411,201712,대전세종충남,105,109
412,201801,대전세종충남,107,109
413,201802,대전세종충남,104,110
414,201803,대전세종충남,104,111
415,201804,대전세종충남,100,107
416,201805,대전세종충남,103,111
417,201806,대전세종충남,103,109
418,201807,대전세종충남,98,106
419,201808,대전세종충남,97,105
420,201809,대전세종충남,100,110
421,201810,대전세종충남,98,109
422,201811,대전세종충남,99,109
423,201812,대전세종충남,100,109
424,201901,대전세종충남,101,113
425,201902,대전세종충남,102,111
426,201903,대전세종충남,102,113
427,201904,대전세종충남,102,111
428,201905,대전세종충남,99,110
429,201906,대전세종충남,99,107
430,201907,대전세종충남,99,107
431,201908,대전세종충남,96,102
432,201909,대전세종충남,97,104
433,201910,대전세종충남,98,106
434,201911,대전세종충남,99,108
435,201912,대전세종충남,97,110
436,202001,대전세종충남,98,108
437,202002,대전세종충남,94,104
438,202003,대전세종충남,87,98
439,202004,대전세종충남,85,90
440,202005,대전세종충남,90,92
441,202006,대전세종충남,91,94
442,202007,대전세종충남,91,92
443,202008,대전세종충남,93,98
444,202009,대전세종충남,89,93
445,202010,대전세종충남,95,100
446,202011,대전세종충남,97,103
447,202012,대전세종충남,93,99
448,202101,대전세종충남,96,102
449,202102,대전세종충남,97,103
450,202103,대전세종충남,95,108
451,202104,대전세종충남,98,109
452,202105,대전세종충남,97,108
453,202106,대전세종충남,102,113
454,202107,대전세종충남,99,108
455,202108,대전세종충남,98,109
456,202109,대전세종충남,100,109
457,202110,대전세종충남,101,112
458,202111,대전세종충남,99,113
459,202112,대전세종충남,99,109
460,202201,대전세종충남,99,111
461,202202,대전세종충남,98,108
462,202203,대전세종충남,97,111
463,202204,대전세종충남,98,116
464,202205,대전세종충남,99,115
465,202206,대전세종충남,96,113
466,202207,대전세종충남,91,114
467,202208,대전세종충남,93,112
468,202209,대전세종충남,95,109
469,202210,대전세종충남,92,108
470,201501,울산광역시,97,108
471,201502,울산광역시,95,106
472,201503,울산광역시,99,104
473,201504,울산광역시,98,104
474,201505,울산광역시,98,103
475,201506,울산광역시,97,101
476,201507,울산광역시,100,104
477,201508,울산광역시,102,107
478,201509,울산광역시,102,107
479,201510,울산광역시,100,108
480,201511,울산광역시,101,111
481,201512,울산광역시,97,109
482,201601,울산광역시,97,106
483,201602,울산광역시,96,108
484,201603,울산광역시,98,104
485,201604,울산광역시,96,108
486,201605,울산광역시,91,100
487,201606,울산광역시,89,100
488,201607,울산광역시,92,100
489,201608,울산광역시,93,102
490,201609,울산광역시,90,102
491,201610,울산광역시,97,102
492,201611,울산광역시,92,101
493,201612,울산광역시,93,103
494,201701,울산광역시,92,100
495,201702,울산광역시,94,101
496,201703,울산광역시,94,101
497,201704,울산광역시,94,101
498,201705,울산광역시,95,104
499,201706,울산광역시,99,107
500,201707,울산광역시,98,106
501,201708,울산광역시,99,105
502,201709,울산광역시,95,107
503,201710,울산광역시,99,105
504,201711,울산광역시,100,109
505,201712,울산광역시,100,109
506,201801,울산광역시,102,111
507,201802,울산광역시,99,105
508,201803,울산광역시,97,104
509,201804,울산광역시,96,105
510,201805,울산광역시,95,108
511,201806,울산광역시,93,105
512,201807,울산광역시,92,102
513,201808,울산광역시,93,105
514,201809,울산광역시,90,103
515,201810,울산광역시,89,102
516,201811,울산광역시,89,103
517,201812,울산광역시,89,103
518,201901,울산광역시,92,101
519,201902,울산광역시,91,103
520,201903,울산광역시,92,106
521,201904,울산광역시,89,103
522,201905,울산광역시,90,101
523,201906,울산광역시,89,100
524,201907,울산광역시,90,98
525,201908,울산광역시,90,101
526,201909,울산광역시,92,101
527,201910,울산광역시,94,103
528,201911,울산광역시,93,105
529,201912,울산광역시,92,103
530,202001,울산광역시,93,106
531,202002,울산광역시,92,106
532,202003,울산광역시,78,87
533,202004,울산광역시,77,84
534,202005,울산광역시,80,88
535,202006,울산광역시,83,91
536,202007,울산광역시,83,92
537,202008,울산광역시,85,94
538,202009,울산광역시,82,89
539,202010,울산광역시,86,96
540,202011,울산광역시,90,101
541,202012,울산광역시,84,94
542,202101,울산광역시,89,97
543,202102,울산광역시,91,101
544,202103,울산광역시,92,103
545,202104,울산광역시,94,104
546,202105,울산광역시,95,107
547,202106,울산광역시,100,113
548,202107,울산광역시,95,108
549,202108,울산광역시,95,108
550,202109,울산광역시,96,110
551,202110,울산광역시,97,110
552,202111,울산광역시,97,114
553,202112,울산광역시,95,108
554,202201,울산광역시,94,107
555,202202,울산광역시,95,110
556,202203,울산광역시,96,111
